13;1;4;8|24;3;5;6|15;0;1;5|28;0;2;3|39;0;4;1|13;2;7;6|21;2;8;5
28;3;5;6|21;2;4;8|15;0;1;5|28;0;2;3|39;0;4;1|13;2;7;6|21;2;8;5
29;3;5;6|12;3;4;7|15;0;1;5|28;0;2;3|39;0;4;1|13;2;7;6|21;2;8;5
13;1;4;8|24;3;5;6|12;2;1;5|25;2;4;3|39;0;4;1|13;2;7;6|21;2;8;5
28;3;5;6|21;2;4;8|12;2;1;5|25;2;4;3|39;0;4;1|13;2;7;6|21;2;8;5
29;3;5;6|12;3;4;7|12;1;1;4|26;0;2;3|39;0;4;1|13;2;7;6|21;2;8;5
13;1;4;8|27;1;3;7|13;0;1;4|26;0;2;3|39;0;4;1|13;2;7;6|21;2;8;5
28;3;5;6|23;0;3;5|13;0;1;4|26;0;2;3|39;0;4;1|13;2;7;6|21;2;8;5
29;3;5;6|13;2;4;7|13;0;1;4|26;0;2;3|39;0;4;1|13;2;7;6|21;2;8;5
13;1;4;8|24;3;5;6|12;1;1;4|26;0;2;3|39;0;4;1|13;2;7;6|21;2;8;5
28;3;5;6|21;2;4;8|12;1;1;4|26;0;2;3|39;0;4;1|13;2;7;6|21;2;8;5
29;3;5;6|12;3;4;7|12;2;1;5|25;2;4;3|39;0;4;1|13;2;7;6|21;2;8;5
13;1;4;8|24;3;5;6|15;0;1;5|20;1;2;4|32;2;6;2|13;2;7;6|21;2;8;5
28;3;5;6|21;2;4;8|15;0;1;5|20;1;2;4|32;2;6;2|13;2;7;6|21;2;8;5
29;3;5;6|12;3;4;7|15;0;1;5|20;1;2;4|32;2;6;2|13;2;7;6|21;2;8;5
13;1;4;8|24;3;5;6|12;2;1;5|18;0;3;3|32;2;6;2|13;2;7;6|21;2;8;5
28;3;5;6|21;2;4;8|12;2;1;5|18;0;3;3|32;2;6;2|13;2;7;6|21;2;8;5
29;3;5;6|12;3;4;7|12;1;1;4|24;3;5;3|32;2;6;2|13;2;7;6|21;2;8;5
13;1;4;8|27;1;3;7|13;0;1;4|24;3;5;3|32;2;6;2|13;2;7;6|21;2;8;5
28;3;5;6|23;0;3;5|13;0;1;4|24;3;5;3|32;2;6;2|13;2;7;6|21;2;8;5
29;3;5;6|13;2;4;7|13;0;1;4|24;3;5;3|32;2;6;2|13;2;7;6|21;2;8;5
13;1;4;8|24;3;5;6|12;1;1;4|24;3;5;3|32;2;6;2|13;2;7;6|21;2;8;5
28;3;5;6|21;2;4;8|12;1;1;4|24;3;5;3|32;2;6;2|13;2;7;6|21;2;8;5
29;3;5;6|12;3;4;7|12;2;1;5|19;0;3;2|35;1;4;3|13;2;7;6|21;2;8;5
13;1;4;8|27;1;3;7|13;0;1;4|36;2;5;3|12;1;4;1|13;2;7;6|21;2;8;5
28;3;5;6|23;0;3;5|13;0;1;4|36;2;5;3|12;1;4;1|13;2;7;6|21;2;8;5
29;3;5;6|13;2;4;7|13;0;1;4|36;2;5;3|12;1;4;1|13;2;7;6|21;2;8;5
13;1;4;8|24;3;5;6|12;1;1;4|36;2;5;3|12;1;4;1|13;2;7;6|21;2;8;5
28;3;5;6|21;2;4;8|12;1;1;4|36;2;5;3|12;1;4;1|13;2;7;6|21;2;8;5
29;3;5;6|13;2;4;7|32;3;2;3|27;1;3;4|12;1;4;1|13;2;7;6|21;2;8;5
13;1;4;8|36;2;5;6|12;2;1;5|27;1;3;4|12;1;4;1|13;2;7;6|21;2;8;5
32;0;3;7|25;3;3;5|12;2;1;5|27;1;3;4|12;1;4;1|13;2;7;6|21;2;8;5
29;3;5;6|39;2;4;7|12;2;1;5|27;1;3;4|12;1;4;1|13;2;7;6|21;2;8;5
13;1;4;8|27;1;3;7|32;3;2;3|27;1;3;4|12;1;4;1|13;2;7;6|21;2;8;5
28;3;5;6|23;0;3;5|32;3;2;3|27;1;3;4|12;1;4;1|13;2;7;6|21;2;8;5
29;3;5;6|12;3;4;7|12;1;1;4|36;2;5;3|12;1;4;1|13;2;7;6|21;2;8;5
13;1;4;8|24;3;5;6|12;1;1;4|29;1;3;4|35;1;4;3|13;2;7;6|21;2;8;5
28;3;5;6|21;2;4;8|12;1;1;4|29;1;3;4|35;1;4;3|13;2;7;6|21;2;8;5
29;3;5;6|12;3;4;7|12;1;1;4|29;1;3;4|35;1;4;3|13;2;7;6|21;2;8;5
13;1;4;8|24;3;5;6|12;2;1;5|19;0;3;2|35;1;4;3|13;2;7;6|21;2;8;5
28;3;5;6|21;2;4;8|12;2;1;5|19;0;3;2|35;1;4;3|13;2;7;6|21;2;8;5
29;3;5;6|13;2;4;7|13;0;1;4|29;1;3;4|35;1;4;3|13;2;7;6|21;2;8;5
13;1;4;8|24;3;5;6|15;0;1;5|21;3;4;2|35;1;4;3|13;2;7;6|21;2;8;5
28;3;5;6|21;2;4;8|15;0;1;5|21;3;4;2|35;1;4;3|13;2;7;6|21;2;8;5
29;3;5;6|12;3;4;7|15;0;1;5|21;3;4;2|35;1;4;3|13;2;7;6|21;2;8;5
13;1;4;8|27;1;3;7|13;0;1;4|29;1;3;4|35;1;4;3|13;2;7;6|21;2;8;5
28;3;5;6|23;0;3;5|13;0;1;4|29;1;3;4|35;1;4;3|13;2;7;6|21;2;8;5
29;3;5;6|12;3;4;7|12;2;1;5|18;0;3;3|32;2;6;2|13;2;7;6|21;2;8;5
12;1;4;1|25;3;3;2|13;0;1;4|24;0;3;4|12;2;4;8|32;1;6;7|21;2;8;5
29;3;5;1|21;1;2;3|13;0;1;4|24;0;3;4|12;2;4;8|32;1;6;7|21;2;8;5
28;3;5;1|13;3;4;2|13;0;1;4|24;0;3;4|12;2;4;8|32;1;6;7|21;2;8;5
12;1;4;1|25;3;3;2|15;2;3;4|29;2;4;6|12;2;4;8|32;1;6;7|21;2;8;5
29;3;5;1|21;1;2;3|15;2;3;4|29;2;4;6|12;2;4;8|32;1;6;7|21;2;8;5
28;3;5;1|12;0;4;2|12;2;1;5|26;0;2;6|12;2;4;8|32;1;6;7|21;2;8;5
12;1;4;1|25;3;3;2|13;1;1;5|26;0;2;6|12;2;4;8|32;1;6;7|21;2;8;5
29;3;5;1|21;1;2;3|13;1;1;5|26;0;2;6|12;2;4;8|32;1;6;7|21;2;8;5
28;3;5;1|13;3;4;2|13;1;1;5|26;0;2;6|12;2;4;8|32;1;6;7|21;2;8;5
12;1;4;1|27;1;3;4|12;2;1;5|26;0;2;6|12;2;4;8|32;1;6;7|21;2;8;5
29;3;5;1|22;2;4;2|12;2;1;5|26;0;2;6|12;2;4;8|32;1;6;7|21;2;8;5
28;3;5;1|13;3;4;2|15;2;3;4|29;2;4;6|12;2;4;8|32;1;6;7|21;2;8;5
29;3;5;6|39;2;4;7|13;1;1;5|13;3;4;2|28;3;5;1|12;0;7;3|21;1;6;6
13;1;4;8|36;2;5;6|13;1;1;5|13;3;4;2|28;3;5;1|12;0;7;3|21;1;6;6
39;1;4;8|24;0;3;4|13;0;1;4|13;3;4;2|28;3;5;1|12;0;7;3|21;1;6;6
32;0;3;7|18;1;3;6|13;0;1;4|13;3;4;2|28;3;5;1|12;0;7;3|21;1;6;6
35;1;4;8|20;2;4;7|13;0;1;4|13;3;4;2|28;3;5;1|12;0;7;3|21;1;6;6
32;0;3;7|25;3;3;5|13;1;1;5|13;3;4;2|28;3;5;1|12;0;7;3|21;1;6;6
35;1;4;8|21;0;2;5|15;2;3;4|13;3;4;2|28;3;5;1|12;0;7;3|21;1;6;6
32;0;3;7|19;1;2;6|15;2;3;4|13;3;4;2|28;3;5;1|12;0;7;3|21;1;6;6
35;1;4;8|28;1;3;7|13;1;1;5|13;3;4;2|28;3;5;1|12;0;7;3|21;1;6;6
39;1;4;8|26;0;2;6|13;1;1;5|13;3;4;2|28;3;5;1|12;0;7;3|21;1;6;6
12;1;4;1|27;1;3;4|12;2;1;5|28;1;3;7|15;1;5;8|32;1;6;7|21;2;8;5
29;3;5;1|22;2;4;2|12;2;1;5|28;1;3;7|15;1;5;8|32;1;6;7|21;2;8;5
28;3;5;1|12;0;4;2|12;2;1;5|28;1;3;7|15;1;5;8|32;1;6;7|21;2;8;5
12;1;4;1|25;3;3;2|13;0;1;4|20;2;4;7|15;1;5;8|32;1;6;7|21;2;8;5
29;3;5;1|21;1;2;3|13;0;1;4|20;2;4;7|15;1;5;8|32;1;6;7|21;2;8;5
28;3;5;1|13;3;4;2|13;1;1;5|28;1;3;7|15;1;5;8|32;1;6;7|21;2;8;5
12;1;4;1|25;3;3;2|15;2;3;4|21;0;2;5|15;1;5;8|32;1;6;7|21;2;8;5
29;3;5;1|21;1;2;3|15;2;3;4|21;0;2;5|15;1;5;8|32;1;6;7|21;2;8;5
28;3;5;1|13;3;4;2|15;2;3;4|21;0;2;5|15;1;5;8|32;1;6;7|21;2;8;5
12;1;4;1|25;3;3;2|13;1;1;5|28;1;3;7|15;1;5;8|32;1;6;7|21;2;8;5
29;3;5;1|21;1;2;3|13;1;1;5|28;1;3;7|15;1;5;8|32;1;6;7|21;2;8;5
28;3;5;1|13;3;4;2|13;0;1;4|20;2;4;7|15;1;5;8|32;1;6;7|21;2;8;5
12;1;4;1|25;3;3;2|15;2;3;4|19;1;2;6|12;3;5;8|32;1;6;7|21;2;8;5
29;3;5;1|21;1;2;3|15;2;3;4|19;1;2;6|12;3;5;8|32;1;6;7|21;2;8;5
12;1;4;1|25;3;3;2|13;0;1;4|18;1;3;6|12;3;5;8|32;1;6;7|21;2;8;5
