22;3;5;6|23;0;5;3|24;2;7;6|25;1;6;3|23;2;4;5|31;1;2;7|23;0;2;2
39;0;4;4|25;0;6;6|25;3;4;6|28;2;7;3|24;3;6;2|24;0;2;4|23;2;3;5
39;2;7;7|22;2;6;3|25;0;6;4|27;2;5;7|27;0;3;2|24;0;2;4|23;2;3;5
25;0;6;6|22;2;7;3|21;0;4;5|21;2;5;5|25;1;5;3|31;1;2;7|23;0;2;2
23;0;6;4|24;2;7;5|21;0;4;5|21;2;5;5|25;1;5;3|31;1;2;7|23;0;2;2
32;3;7;4|24;1;3;7|24;0;4;3|21;1;5;4|25;1;5;3|24;0;2;4|23;2;3;5
24;2;6;6|24;0;4;3|24;1;3;7|37;1;7;7|25;1;5;3|24;0;2;4|23;2;3;5
25;0;5;5|25;2;5;4|24;1;3;7|37;1;7;7|25;1;5;3|24;0;2;4|23;2;3;5
21;1;3;7|31;2;7;7|21;3;6;3|22;0;6;4|24;3;6;2|24;0;2;4|23;2;3;5
21;2;7;7|32;2;6;7|21;3;6;3|25;0;6;4|24;3;6;2|24;0;2;4|23;2;3;5
28;0;4;4|21;2;7;7|32;2;6;7|24;2;7;5|24;3;6;2|24;0;2;4|23;2;3;5
24;1;3;7|27;1;4;6|25;0;6;6|21;1;5;4|32;0;3;2|24;0;2;4|23;2;3;5
21;2;7;7|21;0;4;5|27;3;7;3|25;1;6;3|29;2;5;3|31;1;2;7|23;0;2;2
25;0;5;6|22;2;6;3|37;1;7;7|27;2;5;7|27;0;3;2|24;0;2;4|23;2;3;5
26;0;4;4|39;2;7;7|27;2;5;7|24;2;7;5|24;3;6;2|24;0;2;4|23;2;3;5
28;1;5;7|23;0;6;4|24;2;7;5|28;3;4;3|25;1;5;3|31;1;2;7|23;0;2;2
22;3;5;6|22;1;6;6|27;3;7;3|25;1;6;3|29;2;5;3|31;1;2;7|23;0;2;2
23;0;5;4|24;2;6;5|37;1;7;7|27;2;5;7|27;0;3;2|24;0;2;4|23;2;3;5
29;0;4;5|22;3;5;6|24;2;7;6|25;1;6;3|29;2;5;3|31;1;2;7|23;0;2;2
25;1;5;3|28;3;4;3|25;0;5;5|37;1;7;7|24;1;3;7|27;1;2;7|23;0;2;2
27;0;4;2|23;2;4;5|25;0;5;5|37;1;7;7|24;1;3;7|27;1;2;7|23;0;2;2
23;2;4;5|32;0;4;2|27;3;7;3|21;2;7;7|24;1;3;7|27;1;2;7|23;0;2;2
32;3;7;4|25;3;4;6|23;0;4;3|21;1;5;4|25;1;5;3|24;0;2;4|23;2;3;5
39;2;7;7|27;2;5;7|29;1;5;5|25;0;6;4|24;3;6;2|24;0;2;4|23;2;3;5
28;1;5;6|24;2;6;5|37;1;7;7|25;3;4;6|27;0;3;2|24;0;2;4|23;2;3;5
21;2;7;7|21;0;4;5|24;2;7;5|22;3;4;3|25;1;5;3|31;1;2;7|23;0;2;2
23;0;6;4|24;1;3;7|32;1;4;6|24;2;7;5|25;1;5;3|24;0;2;4|23;2;3;5
22;3;5;6|22;1;6;6|24;2;7;5|22;3;4;3|25;1;5;3|31;1;2;7|23;0;2;2
25;3;4;6|29;2;6;5|25;0;6;6|21;1;5;4|32;0;3;2|24;0;2;4|23;2;3;5
28;1;5;7|25;0;6;6|29;1;6;5|24;3;7;2|23;2;4;5|31;1;2;7|23;0;2;2
30;0;6;5|27;0;4;4|27;2;5;7|27;3;7;2|24;3;6;2|24;0;2;4|23;2;3;5
25;1;5;3|28;3;4;3|32;3;7;2|21;2;7;7|24;1;3;7|27;1;2;7|23;0;2;2
23;0;6;4|25;3;4;6|33;1;5;6|24;2;7;5|25;1;5;3|24;0;2;4|23;2;3;5
21;2;7;7|24;1;3;7|25;2;5;4|32;3;7;2|25;1;5;3|24;0;2;4|23;2;3;5
39;3;7;2|25;0;6;6|28;0;4;5|24;1;3;7|27;0;3;2|24;0;2;4|23;2;3;5
34;1;4;6|23;0;6;4|24;1;3;7|24;2;7;5|24;3;6;2|24;0;2;4|23;2;3;5
24;1;3;7|32;1;4;6|25;0;6;6|22;2;7;3|25;1;5;3|24;0;2;4|23;2;3;5
