()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
AR15Mod(0)<Speaker>AR15</Speaker>||<BIN>207</BIN><黑屏2><BGM>BGM_Danger</BGM>:왠지 적이 우리 뒤를 바짝 쫓아오는 것 같지 않아...?+설마, 들킨 거야!?+그런데 놈들 우리를 공격하지는 않고, 어떻게 된 거야?!
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:지금은 신경 쓰지 마세요! 전방에도 나타났어요!+좌회전, 좌회전! 빨리 따라오세요!
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:대체 어떻게 된 거냐고!
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:그 목소리! 그놈이 저들을 조종해서 우릴 붙잡으려 해요!
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:뭐?! 따돌렸다며!
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:네, 그런 줄 알았는데 결국 쫓아왔어요!
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:거참 끈질긴 녀석이네...!
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:들킨 이상, 저도 전력으로 놈들의 위치를 스캔하겠어요!+이쪽이에요! 포위당하기 전에 빨리요!
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:이대로 신호소까지 달리려고!?
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:더 좋은 수가 있다면 빨리 말하세요!
()<Speaker>청아한 목소리</Speaker>||:<color=#00CCFF>그게 네 대처니?</color>+<color=#00CCFF>아무 생각도 없이 무작정 달리는 게?</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>당신이 놈들을 조종하고 있죠?</color>+<color=#A9A9A9>그러니까 저를 쏘지 못하는 거잖아요!</color>
()<Speaker>청아한 목소리</Speaker>||:<color=#00CCFF>글쎄, 대답할 필요성을 못 느끼겠는걸. 어쩌면 그냥 이 시스템에 남는 것도 괜찮을 것 같아. 은혜도 모르는 녀석의 마인드맵 속보다는 더 낫겠지.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>그렇게 마음에 든다면 거기서 즐겁게 살던가요!</color>
()<Speaker>청아한 목소리</Speaker>||:<color=#00CCFF>하지만 이 시스템에서 흥미로운 건 더는 못 찾겠어.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>무슨 소린지 알겠네요!</color>
()<Speaker>청아한 목소리</Speaker>||:<color=#00CCFF>그럼 얌전히 멈춰 주면 고맙겠는데.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>그 미련한 하얀 유닛들로 절 막을 수 있다고 생각한다면 큰 오산이에요!</color>
()<Speaker>청아한 목소리</Speaker>||:<color=#00CCFF>그래, 이 녀석들로는 무리겠지. 하지만 저 "니토"들이라면 가능할지도 몰라.</color>
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#A9A9A9>니토!?</color>
()<Speaker>청아한 목소리</Speaker>||:<color=#00CCFF>미리 말해두겠는데, 난 저 꼭두각시들을 조종할 수 없어. 너에 대한 적개심이 예상보다 무척 강해.</color>
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:M4, 멈춰! 그 검은 녀석이 앞을 가로막았어!
M4A1Mod(0)<Speaker>M4A1</Speaker>;AR15Mod(0)||:쳇... 우릴 쏠 셈이에요! 빨리 옆의 건물로 들어가요!
M4A1Mod(0);AR15Mod(0)<Speaker>AR15</Speaker>||:벌써 쏜다! M4도 빨리 들어와!
M4A1Mod(0)<Speaker>M4A1</Speaker><Shake>||<BIN>9</BIN><<黑屏1>:빌어먹을... 저놈은 진심이야... 더 빨리 움직여요!
()<Speaker>청아한 목소리</Speaker>||:<color=#00CCFF>실컷 도망쳐 봐. 실컷 숨어 봐. 하지만 결국엔 나를 마주봐야 할 거야.</color>+<color=#00CCFF>너무 늦어 버리기 전까지, 함께 술래잡기나 하면서 놀자.</color>
