()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BGM>BGM_Hello</BGM><BIN>82</BIN>:베오그라드, 어느 세이프 하우스.
NPC-Maid(0)<Speaker>마호로</Speaker>||:지휘관님, 카리나 씨, 이쪽으로 오십시오.
NPC-Kalin(2)<Speaker>카리나</Speaker>||:여기는 어디죠?
NPC-Jason(0)<Speaker>K</Speaker>||:우리의 세이프 하우스 중 하나다.+이 도시에서 임무를 수행하는 동안, 이곳을 지휘부로 쓰도록 해.+여기 있는 설비의 성능이라면, 이 도시 안에서의 작전 중 얼마든지 인형들과 통신을 유지할 수 있을 거야.
NPC-Kalin(2)<Speaker>카리나</Speaker>||:이건...! 50식 투 웨이 저주파 MSE 시스템이잖아요?! 그것도 3대나!?+내부 차폐 장치까지! 우와, 방마다 설치되어 있어...+저, K 씨. 이런 군용급 장비들을 정말 저희가 마음대로 써도 되는 건가요...?
NPC-Jason(0)<Speaker>K</Speaker>||:임무 수행에 도움이 된다면야, 얼마든지.+따로 더 필요한 것이 있다면 마호로에게 말해. 가능한 건 다 들어줄 테니까.+별다른 일이 없다면, 다음 정기 연락 시간 때 다시 보지.+나머진 부탁한다, 마호로.
NPC-Maid(0)<Speaker>마호로</Speaker>||:네, 주인님.
NPC-Kalin(3)<Speaker>카리나</Speaker>||:K 씨는 정보 관련으론 쩨쩨하게 굴면서, 다른 건 아낌없이 다 주네요...
NPC-Kalin(3);NPC-Maid(0)<Speaker>마호로</Speaker>||:카리나 씨, 제가 도와드릴 일은 없습니까?
NPC-Kalin(1)<Speaker>카리나</Speaker>;NPC-Maid(0)||:아, 괜찮다면 안젤리아 씨에 대해서 좀 말해주실 수 있나요?
NPC-Kalin(1);NPC-Maid(0)<Speaker>마호로</Speaker>||:그럴 수 없습니다.
NPC-Kalin(3)<Speaker>카리나</Speaker>;NPC-Maid(0)||:아, 역시...+그래, 그냥 포기하자. 마호로 씨, 이곳을 안내해 주세요.
NPC-Kalin(3);NPC-Maid(0)<Speaker>마호로</Speaker>||<黑屏1>:알겠습니다.
()<Speaker></Speaker>||<黑屏2>:......
NPC-Maid(0)<Speaker>마호로</Speaker>||:탄약고는 이쪽입니다.+화장실은, 이 복도 끝에서 우회전하십시오.
NPC-Kalin(3)<Speaker>카리나</Speaker>;NPC-Maid(0)||:화장실이 너무 적네요... 모두가 이용하기에는 턱없이 모자라요.
NPC-Kalin(3);NPC-Maid(0)<Speaker>마호로</Speaker>||:일반적으로, 인형은 화장실을 이용할 필요가 없습니다.
NPC-Kalin(3)<Speaker>카리나</Speaker>;NPC-Maid(0)||:......+...저도 알아요! 제 말은 저희 후방 인력 말이에요!
NPC-Kalin(3);NPC-Maid(0)<Speaker>마호로</Speaker>||:이 세이프 하우스의 위치를 다수에게 공개하는 것은 추천하지 않습니다. 다른 그리폰의 인원들은 기존의 거점에서 대기하면 됩니다.
NPC-Kalin(3)<Speaker>카리나</Speaker>;NPC-Maid(0)||:으으... 그러죠...
NPC-Kalin(3);NPC-Maid(0)<Speaker>마호로</Speaker>||:그럼, 안내를 재개하겠습니다.+이 중앙에 위치한 방은 MSE 시스템의 중추 구역입니다. 이곳과 저곳 모두, 이중 긴급 전원 처리를 했습니다.+배선도는 여기를 통해 확인하실 수 있으며, 병렬 포트와 전송 회로의 청사진도 이미 전송해드렸습니다.
NPC-Kalin(0)<Speaker>카리나</Speaker>;NPC-Maid(0)||:오오... 이렇게 설치할 수도 있구나... 참고해둬야지.+이 설비들을 조금 개조하고 싶은데, 괜찮을까요?
NPC-Kalin(0);NPC-Maid(0)<Speaker>마호로</Speaker>||<黑屏1>:괜찮습니다. 저도 도와드리겠습니다.
NPC-Kalin(0)<Speaker>카리나</Speaker>||<黑屏2><BIN>85</BIN>:좋아! 이걸로 호환성도 상승했어!+고마워요, 마호로 씨, 당신의 데이터 안에 그렇게 많은 방안이 있다니 놀랐어요!
NPC-Kalin(0);NPC-Maid(0)<Speaker>마호로</Speaker>||:과찬입니다.
NPC-Kalin(0)<Speaker>카리나</Speaker>;NPC-Maid(0)||:원래 기지에서 쓰던 배치랑 꽤 비슷하게 됐어요. 이렇게 하면 지휘관님도 사용하기 편하시겠죠.
NPC-Kalin(0);NPC-Maid(0)<Speaker>마호로</Speaker>||:다른 용건이 없다면, 이만 대기 모드로 전환하겠습니다.
NPC-Kalin(2)<Speaker>카리나</Speaker>;NPC-Maid(0)||:아, 잠깐만요! 우리 얘기 좀 나눠봐요!
NPC-Kalin(2);NPC-Maid(0)<Speaker>마호로</Speaker>||:얘기 말입니까?
NPC-Kalin(0)<Speaker>카리나</Speaker>;NPC-Maid(0)||:네! 얘기요!
NPC-Kalin(0);NPC-Maid(0)<Speaker>마호로</Speaker>||:무슨 얘기 말입니까?
NPC-Kalin(3)<Speaker>카리나</Speaker>;NPC-Maid(0)||:아... 어... 음...
NPC-Kalin(3);NPC-Maid(0)<Speaker>마호로</Speaker>||:딱히 하실 말씀이 없다면, 이만 대기 모드로 전환하겠습니다.
NPC-Kalin(2)<Speaker>카리나</Speaker>;NPC-Maid(0)||:아이, 기다려봐요!+음... 아, 마호로 씨, K 씨는 평소에 어떤 분이신가요?
NPC-Kalin(2);NPC-Maid(0)<Speaker>마호로</Speaker>||:질문의 의미를 이해할 수 없습니다.
NPC-Kalin(3)<Speaker>카리나</Speaker>;NPC-Maid(0)||:그러니까, 평소에 어떻게 생활하는지라던가요.+예를 들자면... 만나는 사람은 있나요?
NPC-Kalin(3);NPC-Maid(0)<Speaker>마호로</Speaker>||:저희의 원칙은 행적을 되도록 숨기는 것입니다, 주동적으로 찾아오는 사람은 없습니다.
NPC-Kalin(3)<Speaker>카리나</Speaker>;NPC-Maid(0)||:그럼 K 씨는 마호로 씨와 대화를 나누나요?
NPC-Kalin(3);NPC-Maid(0)<Speaker>마호로</Speaker>||:주인님께선 매일 정보의 수집과 분석에 많은 시간을 투자하십니다.+사사로운 대화에 할애할 시간은 매우 적습니다.
NPC-Kalin(3)<Speaker>카리나</Speaker>;NPC-Maid(0)||:아무 말도 않으면서 지내는 건 그다지 좋은 자취 방식이 아닌데요...+일에 몰두하는 것도 적당히 해야 하잖아요?
NPC-Kalin(3);NPC-Maid(0)<Speaker>마호로</Speaker>||:주인님을 걱정해 주셔서 감사합니다.+하지만 주인님은 매일 규칙적인 생활을 유지하시며, 건강 상태도 제가 엄밀히 관리하고 있습니다.
NPC-Kalin(2)<Speaker>카리나</Speaker>;NPC-Maid(0)||:규칙적인 생활이요?
