()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<睁眼><BIN>588</BIN><SE1>AVG_wind_grass</SE1>:조용한 아침. 오직 창밖의 새가 지저귀는 소리와, 커튼 자락이 바람에 흔들리는 소리만 들렸다.
()||<BGM>BGM_Saga_AVG_Dusk</BGM>:당신은 따뜻한 이불을 덮은 채로 기지개를 켰다. 오늘 오전은 급하게 처리할 일도 없으니, 실컷 뒹굴다 언제든지 일어나도 됐다.
()<Speaker>지휘관</Speaker>||:......
()||:아니, 사실 한 가지 중요한 일이 있었다.+잘 알고 있음에도 무의식적으로 자꾸 미루는 것.+당신은 이불 속 따뜻한 어둠에 대고 가볍게 한숨을 푹 쉬고서, 침대 밖으로 나와 옷을 개어 둔 탁자 옆으로 갔다.
()<Speaker>지휘관</Speaker>||:...응?
()||<common_effect>%%code=Saga_Tae_item%%</common_effect>:반듯하게 개어 둔 옷 옆에 오징어채 한 접시가 놓여 있었다.+그건 분명 타에가 준 목재로 만든 접시였다. 위에 새긴 꽃무늬가 준코에게 도움받아 당신이 직접 그린 것이어서 못 알아볼 수가 없었다.
()<Speaker>지휘관</Speaker>||<关闭蒙版>:이상한데...
()||:당신은 접시에 듬뿍 쌓인 오징어를 한 줌 집어 조심스레 냄새를 맡아봤다.
()<Speaker>지휘관</Speaker>||:냄새가 이상하지도 않고, 싱싱해... 타에가 바로 꿀꺽할 물건인데...+...왜 이게 여기 있지?
()||:타에는 후각도 아주 예리하고, 당신의 방쯤이야 손쉽게 들어올 수 있다.+그래서 이 오징어채 한 접시가 왜 여기 이렇게 멀쩡하게 놓인 이유를 알 수 없었다.
()<Speaker>지휘관</Speaker>||:타에? 혹시 있어?
()||<黑点1>:혹시나 싶어 불러봤지만 역시 대답은 없었다.+당신은 서둘러 옷을 갈아입고 방을 나와 타에를 찾았다.
()||<黑点2><闪屏><duration>10</duration><rate>20</rate><delay>30</delay><CG>574,604,588</CG></闪屏>:그런데 저택의 구석구석을 찾아봐도 타에가 보이지 않았다. 산책이라도 나간 것일까?+침실로 돌아온 당신은 다시 탁자 옆으로 가, 그 수상한 오징어 한 접시를 다시 살펴봤다.
()<Speaker>지휘관</Speaker>||:어라... 조금 줄어든 거 같다?
()||:당연히 오징어채가 대답해 줄 리 만무했다.+결국 당신은 고개를 젓고선 짐 정리를 하기로 했다.+이것이 당신에게 지금 가장 중요한 일이었다.+그리폰으로 돌아가야 하니까.
()<Speaker>지휘관</Speaker>||:......
()||:처음부터 이 여정의 종착역은 매우 뚜렷했으니, 이제 정할 것은 "어떻게"만 남았다.+당신은 반듯하게 갠 옷들과 중요한 물품들을 한자리에 놓고, 침대 밑에서 프랑슈슈가 당신을 위해 준비해 준 짐가방을 꺼냈다.+다 넣으면 돌아갈 채비는 끝난다.
()<Speaker>지휘관</Speaker>||:끄응... 근데 가방이 뭐 이리 무거워?+......+...설마.
()||<BGM>BGM_Empty</BGM>:당신은 뇌리를 번쩍 스치는 추측을 붙잡았다.
()||<SE1>AVG_Zipper</SE1>:짐가방을 바닥에 살살 내려놓고, 지퍼를 천천히 열고, 그리고..
()||<SE1>ClothingUp</SE1>:활짝!
NPC-Tae(0)<Speaker>야마다 타에</Speaker><Position>0,-290</Position><Scale>1.3</Scale><GradientShow>2</GradientShow>||<BGM>10381</BGM>:어아... 으응... (인사하는 것 같다.)
NPC-Tae(0)<Speaker>지휘관</Speaker><Position>0,-290</Position><Scale>1.3</Scale><同时置暗>||:역시 너였냐!+이번엔 내 짐 어디다 숨겼어! 말해!
NPC-Tae(0)<Speaker>야마다 타에</Speaker><Position>0,-290</Position><Scale>1.3</Scale>||:으에... 어응... (억울하다는 얼굴이다.)
NPC-Tae(0)<Speaker>지휘관</Speaker><Position>0,-290</Position><Scale>1.3</Scale><同时置暗>||:어휴...
