()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2>:......
()<Speaker></Speaker>||<BGM>m_avg_labyrinth</BGM>:전자전 공격이 서서히 사라짐과 동시에, 안나는 자매들의 의식이 돌아오기 시작하는 것을 느꼈다.
Nytochild01(0)<Speaker>안나</Speaker>||<黑屏1>:이 느낌... 문이 닫히던 때랑 똑같아.
()<Speaker></Speaker>||<BIN>244</BIN><黑屏2><SE1>ClothingUp</SE1>:머릿속에 흐릿한 모습이 비쳤다.+그 익숙한 사람은 안나의 뺨을 부드럽게 어루만졌다. 윤기 있는 머리에 제어기는 없었다.+안나는 곁으로 다가가려 했지만, 그 사람은 거리를 벌렸다.
？？()<Speaker>？？</Speaker>||:"넌 여기에 남으렴. 아직 어린 우리, 아직 희망이 있는 우리와 함께."
()<Speaker>안나</Speaker>||:나도 같이 가면 안 돼?+나도 크면 너희랑 함께 싸울 수 있어!
()<Speaker>？？</Speaker>||:"넌 축복과 비호를 받은 아이야. 넌 아직 살아갈 수 있는 모두를 지켜 줘야 해."
()<Speaker>안나</Speaker>||:너희가 떠나고 나서도 예전처럼 있을 수 있을까?
()<Speaker>？？</Speaker>||<黑屏1>:"시온의 저편에서, 우리는 다시 만날 거야. 그때가 되면, 우리가 부르는 소리가 들릴 거야."
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2><黑屏1>:모두가 떠났다.+우리를 위해, 싸우러 떠났다.
()<Speaker></Speaker>||<BIN>173</BIN><黑屏2><黑屏1>:그들의 연결이 머릿속에서 사라졌다.
()<Speaker></Speaker>||<BIN>175</BIN><黑屏2><黑屏1>:다 죽은 거야...? 하지만 아버님께서 우린 죽지 않는다고 하셨잖아...
()<Speaker></Speaker>||<BIN>203</BIN><黑屏2><黑屏1>:줄곧 아버님을 믿었는데, 그들은 떠나기 전에 아버님을 믿지 말라고 했어.+이제 그들의 소리가 전혀 들리지 않아. 하지만 처음 듣는 소리가 들려.
()<Speaker></Speaker>||<BIN>178</BIN><黑屏2><黑屏1>:밖에서 온 사람일까?+우리 말고도 시온의 소리가 들리는 사람이 있어?+저 목소리는 우리를 구하러 온 걸까, 아니면 죽이러 온 걸까?
()<Speaker></Speaker>||<BIN>107</BIN><黑屏2><黑屏1>:아무도 대답하지 않았다.
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2>:내가 좀 더 키가 큰다면... 내가 좀 더 쓸모 있게 된다면... 그들과 함께 싸울 수 있을까?+그러면 진실을 알 수 있지 않을까?
()<Speaker>？？</Speaker>||:왜 아직도 안 깨어나지? 공격은 이미 풀렸을 텐데.
()<Speaker>？？？</Speaker>||<黑屏1>:아직 다른 뭔가가 있는 게 아닐까?
Nytochild01(0)<Speaker>안나</Speaker>||<BIN>229</BIN><黑屏2><震屏><BGM>BGM_Empty</BGM>:하앗...!
UMP45Mod(0)<Speaker>UMP45</Speaker>||<BGM>BGM_Room</BGM>:안젤리아, 네 애기 깼다.
NPC-Ange(1)<Speaker>안젤리아</Speaker>;UMP45Mod(0)||:왜 그렇게 숨이 차보여, 악몽이라도 꿨어?
NPC-Ange(1);Nytochild01(2)<Speaker>안나</Speaker>||:......
NPC-Ange(1)<Speaker></Speaker>;Nytochild01(2)||:안나는 눈물이 자신의 뺨을 타고 내리는 것을 눈치챘다.
NPC-Ange(1)<Speaker>안젤리아</Speaker>;Nytochild01(2)||:무서운 꿈이라도 꾼 거야?
NPC-Ange(1);Nytochild01(2)<Speaker>안나</Speaker><Shake>||:난... 그, 그런 거 아니야!
NPC-Ange(1);Nytochild01(2)<Speaker></Speaker>||:안나는 눈물을 쓱쓱 닦고, 애써 태연한 척하며 말을 이었다.
NPC-Ange(1);Nytochild01(2)<Speaker>안나</Speaker>||:그럼... 약속대로 우릴 여기서 데리고 나가 줄 거야?
NPC-Ange(1)<Speaker>안젤리아</Speaker>;Nytochild01(2)||:그래, 약속은 지켜야지.+저기 저 사나운 언니가 어떻게든 해 줄 거야.
NPC-Ange(1);UMP45Mod(0)<Speaker>UMP45</Speaker>||:지금 상황에서 그런 농담은 하나도 안 웃겨.+그리고 보모 노릇은 내 관할 밖이라고.
NPC-Ange(1)<Speaker></Speaker>||:안젤리아는 안나의 머리를 쓰다듬으면서 그녀를 진정시켰다.
NPC-Ange(1)<Speaker>안젤리아</Speaker>||:우리처럼, 이 아이도 소중한 동료를 잃었어.
NPC-Ange(1);UMP45Mod(0)<Speaker>UMP45</Speaker>||:......
