()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>46</BIN><Night><BGM>BGM_Room</BGM>:......
()<Speaker></Speaker>||:베를린, 안젤리아의 거처.+깊은 밤이 지나고, 동이 트기까지도 두세 시간밖에 안 남은 시점.+각자 꼴이 엉망인 안젤리아와 그녀의 부하들이 드디어 아파트로 돌아왔다.+창고를 떠날 때부터 라이트는 계속 안젤리아를 따라왔지만, 입을 열지는 않았다.+상대가 말이 없으니 안젤리아도 말하지 않았고, 그렇게 둘은 조용히 안식처로 돌아왔다.
NPC-AngeDamage(0)<Speaker>안젤리아</Speaker>||:......
NPC-Light(0)<Speaker>라이트</Speaker>||:......
()<Speaker></Speaker>||:슈타지 요원들은 다들 자기 위치로 복귀했지만, 라이트는 안젤리아의 방 문앞까지 와서도 떠날 기색이 안 보였다.+결국 안젤리아가 보다 못해 먼저 입을 열었다.
NPC-AngeDamage(0)<Speaker>안젤리아</Speaker>||:배웅은 여기까지면 됐어.
NPC-Light(0)<Speaker>라이트</Speaker>||:오늘은 저도 여기서 묵을 겁니다. 바로 옆방에서요.
()<Speaker></Speaker>||:라이트는 무표정한 얼굴로 시큰둥하게 대답했다.
NPC-AngeDamage(0)<Speaker>안젤리아</Speaker>||:왜, 내가 또 다른 창고 터뜨릴까 봐?
NPC-AngeDamage(0);NPC-Light(0)<Speaker>라이트</Speaker>||:당신을 의심해서가 아닙니다.+그저... 제 누나가 잠자리에 들어서, 깨우기 싫어서요.
NPC-AngeDamage(0)<Speaker>안젤리아</Speaker>;NPC-Light(0)||:음? 너 누나가 있어? 걔도 슈타지야?
NPC-AngeDamage(0);NPC-Light(0)<Speaker>라이트</Speaker>||:아뇨, 기자입니다.
NPC-AngeDamage(0)<Speaker>안젤리아</Speaker>;NPC-Light(0)||:기자?
NPC-Light(0)<Speaker>라이트</Speaker>||:네.
()<Speaker></Speaker>||:안젤리아는 여전히 문고리를 잡은 채로 라이트를 바라보았다.+라이트도, 아무래도 안젤리아가 방으로 들어가기 전엔 눈을 뗄 생각이 없는 듯했다.+이번 일 때문에... 안젤리아는 할 말이 없었다.+한참을 머뭇거리다, 끝내 문고리를 놓고 팔꿈치를 문에 기대고서 말을 마저 하기로 했다.
NPC-AngeDamage(2)<Speaker>안젤리아</Speaker>||:그러니까... 오늘 일은 내가 진심으로 사과할게.+함부로 행동해서 너한테 폐를 끼쳤다. 미안해.
NPC-Light(2)<Speaker>라이트</Speaker>||:......
()<Speaker></Speaker>||:뜻밖의 전개에 라이트는 넋을 잃었다.+그도 그럴 것이, 그가 아는 안젤리아는 사과를 모르는 인물이었으니 말이다.
NPC-Light(3)<Speaker>라이트</Speaker>||:아, 아뇨... 괜찮습니다.+저를 신용하지 못하신다는 건 알고 있습니다. 당연한 일이죠.+당신께 브레멘에서 무슨 일이 있었는지도 압니다.+설마 패러데우스가 정계의 고위직까지 침투했고, 그레이 박사마저 포섭했다니...+이런 상황에서 당신이 신중에 신중을 기하는 것도 어쩔 수 없는 일이죠.
()<Speaker></Speaker>||<SE1>AVG_doorknock_wood</SE1>:안젤리아는 문을 퉁퉁 두드리며 할 말을 정리했다. 솔직히, 안젤리아에 대한 라이트의 인상은 틀리지 않았다. 안젤리아는 사과가 서투르다.+하지만 이 청년은 사과를 받을 권리가 있다고, 안젤리아는 생각했다.
NPC-AngeDamage(0)<Speaker>안젤리아</Speaker>||:그 여자를 처음 봤을 때, 딱 너 같았어.+젊고, 열정적이고, 포부 있고... 너는 더 심해, 내 옛날 생각까지 났어.
NPC-AngeDamage(0);NPC-Light(3)<Speaker>라이트</Speaker>||:그래도 전 당신과 대적하지도, 비행기에서 목숨 걸고 싸우지도 않을 겁니다.
NPC-AngeDamage(0)<Speaker>안젤리아</Speaker>;NPC-Light(3)||:풉.+뭐야, 착한 아이였네?
NPC-AngeDamage(0);NPC-Light(3)<Speaker>라이트</Speaker>||:글쎄요, 착한 아이라 할 수 있을진...+툭하면 누나를 화나게 만들고, 누나한테 대들기만 하는 동생인걸요.
NPC-AngeDamage(0)<Speaker>안젤리아</Speaker>||:대드는 게 꼭 나쁜 짓이지만은 않아. 상대방 열받게 하려고 대드는 것만 아니면 돼.
()<Speaker></Speaker>||:안젤리아는 다시 문고리를 잡았다.
NPC-AngeDamage(0)<Speaker>안젤리아</Speaker>||:오늘은 네 덕분에 살았어, 고맙다.+그래도 난 다음에도 내 방식대로 할 거야.
NPC-AngeDamage(0);NPC-Light(3)<Speaker>라이트</Speaker>||:얼마든지요. 전 당신의 판단을 믿습니다.+제 도움이 필요하시다면 언제든지 말씀해 주세요.
NPC-AngeDamage(0)<Speaker>안젤리아</Speaker>||:착한 아이는 일찍 자기나 해, 내일 또 할 일 있으니까.
()<Speaker></Speaker>||<SE1>AVG_Door_Open_Close</SE1>:안젤리아는 피식 웃으며 문을 열었다.
NPC-Light(3)<Speaker>라이트</Speaker>||:안녕히 주무십시오, 안젤리아 씨.
()<Speaker></Speaker>||:라이트는 안젤리아가 방에 들어가 문을 닫는 것까지 확인하고 난 뒤에야 발걸음을 옮겼다.+조용한 복도 위에 걸린 샹들리에의 불빛은 평소보다 어두워 보였다.
NPC-Light(0)<Speaker>라이트</Speaker>||:......
()<Speaker></Speaker>||:동료 요원들은 모두 건물의 1층과 2층을 지키는 중이었다.+이 건물은 본디 타국의 귀빈이 방문했을 때 사용하는 숙소여서, 높은 층에 사람을 배치하는 일은 거의 없었다.+게다가 지금은 안젤리아 일행을 빼면 아무도 없다.+조용한 것도 당연했다.
()<Speaker></Speaker>||:라이트는 자신의 방의 문고리를 잡고, 천천히 문을 열었다.+......이상했다.+오늘의 고요함은... 뭔가 심상찮았다.
NPC-Light(2)<Speaker>라이트</Speaker>||:안젤리——
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:라이트는 바로 몸을 돌렸지만, 눈앞에 그림자가 나타나 그를 가로막았다.
()<Speaker>패러데우스 병사</Speaker>||<SE1>AVG_weapon_reload</SE1>:——!
()<Speaker></Speaker>||<BIN>9</BIN><SE1>AVG_Punch_Hit</SE1><BGM>BGM_Empty</BGM>:퍼억!
()||<黑点1>:
()<Speaker></Speaker>||<黑点2><BIN>276</BIN><Night><SE1>AVG_20Winter_Door_Close</SE1>:......
()<Speaker></Speaker>||:안젤리아는 이제 창가에 앉은 AK-12가 자신을 맞이하는 게 더는 어색하지도 않았다.
