()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>528</BIN><narrator><BGM>GF_2022_Summer_Battle_1</BGM><Night>:대륙간 열차 "미래호", F09호 식당차.
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:난장판 속에서 부스럭부스럭 인기척이 났다.+들키지 않았음을 확인하자, 매기가 그나마 멀쩡한 간식 카트를 밀면서 구석에서 나왔다.
ColtWalker(2)<Speaker>매기</Speaker>||:육포, 아님 초콜릿?
()<Speaker></Speaker>||:다른 구석에 숨어 있던 캐서린이 그 소리를 듣곤 고개를 빼꼼 내밀어 윽박질렀다.
NPC-Scalper(3)<Speaker>캐서린</Speaker>||:지금 그게 목에 넘어가!?
ColtWalker(1)<Speaker>매기</Speaker>||:아님 뭐 어쩔 건데?
()<Speaker></Speaker>||:매기는 어깨를 으쓱하며 너덜너덜해진 소파에 털썩 앉고는, 과자 봉지 하나를 뜯곤 극락에라도 온 것마냥 등받이에 몸을 기댔다.+단지 쑥대밭이 된 식당차여서 어울리지 않을 뿐.+한편 엘마도 매기의 뒤에서 건드리면 다 들이받아 버리겠다는 눈빛으로 고개를 내밀었다.+그 살벌한 눈빛에, 캐서린은 께름칙한 표정으로 매기가 가져온 카트에서 올리브 한 통을 집었다.
NPC-Scalper(3)<Speaker>캐서린</Speaker>||:...얘 그냥 넘겨 버리는 게 어때?
ColtWalker(4)<Speaker>매기</Speaker>||:그러고 뭐, 저 군바리들한테 총 맞아 죽자고?
Erma(0)<Speaker>엘마</Speaker>||:그게 당사자 앞에서 할 말이야?
NPC-Scalper(3)<Speaker>캐서린</Speaker>||:아 우리가 이렇게 숨 죽이고 있어도 저놈들이 열차칸을 하나씩 정성들여 박살내고 있잖아!+우리가 여기서 얼마나 더 버틸 수 있겠어? 엉!? 왜 우린 1호차로 안 간 건데!
ColtWalker(3)<Speaker>매기</Speaker>||:덩치가 클수록 한 방에 당하기 쉬워.+코끼리 말고 개미 사냥한단 사람 본 적 있냐?
NPC-Scalper(3)<Speaker>캐서린</Speaker>||:......?+그거야 코끼리가 개미보다 돈이 되니까 그런 거지!
()<Speaker></Speaker>||:매기는 그냥 시선을 돌렸다.
ColtWalker(3)<Speaker>매기</Speaker>||:지금 우리가 할 수 있는 건 체력과 정신력을 아끼고...
ColtWalker(2)<Speaker>매기</Speaker>||:두 손 모아 우리 교관 나리가 대박 치길 기도하는 것뿐이야.
ColtWalker(2);NPC-Scalper(3)<Speaker>캐서린</Speaker>||:그 사람한테 걸기엔...+배가 너무 작지 않아?+좀만 파도쳐도 뒤집힐 정도로 쬐끄만 배.
