()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>166</BIN><BGM>BGM_Room</BGM>:갈라테아 그룹 산하의 요양원.
NPC-Light(2)<Speaker>라이트</Speaker>||:안젤리아 님!
()<Speaker></Speaker>||:라이트가 숨을 헐떡이며 겨우겨우 안젤리아를 따라잡았다.
NPC-Ange(6)<Speaker>안젤리아</Speaker>||:야, 꼬맹이.
()<Speaker></Speaker>||:안젤리아가 걸음을 멈췄다.
NPC-Light(2)<Speaker>라이트</Speaker>||:네?
NPC-Ange(6)<Speaker>안젤리아</Speaker>;NPC-Light(2)||:내가 지금 같은 처지만 아니었어도 네가 졸졸 쫓아오는 것조차 가만 안 놔뒀어.+그렇게 나랑 같이 일하고 싶으면, 지켜야 할 삼윈칙이 있다. 첫 번째, "님" 붙이지 말 것.
NPC-Ange(6);NPC-Light(2)<Speaker>라이트</Speaker>||:어... 알겠습니다.
NPC-Ange(6)<Speaker>안젤리아</Speaker>||:나머진 나중에 말하지.
()<Speaker></Speaker>||:안젤리아는 차갑게 쏘아붙이곤 다시 걸음을 옮겼다.
NPC-Light(1)<Speaker>라이트</Speaker>||:하아...
AK12(12)<Speaker>AK12</Speaker>||:너무 신경쓰지 마, 안젤리아도 널 괴롭히려고 일부러 저러는 건 아니야.+누구한테나 저러거든.
NPC-Light(3)<Speaker>라이트</Speaker>||:아하하... 감사합니다.
()<Speaker></Speaker>||:라이트는 AK-12에게 쓴웃음을 짓곤 다시 안젤리아의 뒤를 따랐다.+얼마 안 가 그 호화로운 건물이 눈앞에 나타나자, 안젤리아는 길을 서두르지 않고 다시 멈춰 섰다.
NPC-Ange(7)<Speaker>안젤리아</Speaker>||:여기가 리오니가 입원한 요양원이라고?
NPC-Ange(7);NPC-Light(3)<Speaker>라이트</Speaker>||:맞습니다. 리오니는 현재 여기서 휴양하며 관리를 받고 있습니다.
NPC-Ange(7)<Speaker>안젤리아</Speaker>;NPC-Light(3)||:징징대면서 절대 보기 싫다고 할 줄 알았더니만.+이런 곳에 틀어박혔으니, 거절하면 나도 강요 못하는데 말이지.
NPC-Ange(7);NPC-Light(3)<Speaker>라이트</Speaker>||:다행히 리오니도 소통에 적극적이었습니다.+당신이 면회를 요구한다 하니 바로 승낙하더군요.
NPC-Ange(7)<Speaker>안젤리아</Speaker>||:제발 이번에는 좀 유용한 정보를 얻었으면 좋겠다.
()<Speaker></Speaker>||:팔짱을 끼고 건물 전체를 훑어보던 안젤리아가 정문을 흘깃 보았다.
NPC-Ange(7)<Speaker>안젤리아</Speaker>||:그런데, 환자가 안정을 취해야 할 장소치곤 전혀 관계없어 보이는 사람이 너무 많은걸.+어때, AK-15?
AK15(6)<Speaker>AK15</Speaker>||:촬영 설비를 다수 감지.
NPC-Light(2)<Speaker>라이트</Speaker>||:아.
()<Speaker></Speaker>||:뭔가 떠올랐는지, 라이트가 머리를 긁적였다.
NPC-Light(3)<Speaker>라이트</Speaker>||:베를린 방송국 사람들입니다.
NPC-Ange(6)<Speaker>안젤리아</Speaker>||:베를린 방송국?
NPC-Light(3)<Speaker>라이트</Speaker>||:민주독일 텔레비전 방송 총사죠. 현재 독일에서 가장 규모가 크고 공식 권한까지 지닌 매스컴입니다.
AK12(12)<Speaker>AK12</Speaker>||:기자들이 여긴 무슨 일이래? 리오니 말고도 세간의 주목을 받는 환자라도 더 있나?
NPC-Ange(6)<Speaker>안젤리아</Speaker>||:어쩌면... 환자가 아닐 수도 있지.
()<Speaker></Speaker>||:안젤리아는 의미심장한 눈빛으로 중얼거렸다.
()<Speaker></Speaker>||:......
()||<黑点1>:
()<Speaker></Speaker>||<黑点2><BIN>160</BIN><BGM>m_avg_casual</BGM>:요양원 내부.+"관계자 외 출입금지"라 표기된 방에서, 열띤 취재진이 어느 유명인사의 인터뷰를 막 시작한 참이었다.
NPC-Shadowless(0)<Speaker>섀도리스</Speaker>||<SE1>AVG_21Winter_Camera_Flash</SE1>:오늘 이렇게 인터뷰를 받아 주셔서 감사합니다, 그레이 박사님.
NPC-Shadowless(0);NPC-MrsGray(1)<Speaker>？？？？</Speaker>||:천만에요, 미리 예약도 하셨잖아요.+제 입장으로서도, 당신과 같은 훌륭한 기자님과 원만한 관계를 맺는 것이 중요하니 말이죠.
NPC-Shadowless(0)<Speaker>섀도리스</Speaker>;NPC-MrsGray(1)||:재치 있는 농담이시네요. +박사님 같은 독일... 아니, 세계에서 제일가는 명외과의가 대중이나 여론의 눈치를 볼 이유는 없다고 보는데요.
