()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>313</BIN>:...사하로프의 관할 구역, 어느 술집.
()||<SE1>AVG_AMB_Restaurant</SE1><BGM>GF_Swim_Marnie</BGM>:신참을 환영하는 파티가 뜨겁게 열리고 있었다. 다니엘은 양복 주름을 펴고서 시끌벅적한 사람들 사이로 걸었다.+겉보기에는 그저 신참을 환영하는 보르 브 자코녜의 작은 파티 같지만, 다니엘은 알고 있었다.+이것은 신참에게 주는 첫 번째 찬스다. 이 파티에서 누구의 라인에 탈지 빨리 골라야 한다.
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>||:......
()||<SE1>Stop_AVG_loop</SE1>:다니엘은 긴장으로 타는 목을 샴페인으로 축이며 담소를 나누는 사람들을 둘러보았다.+류바 할멈 말고도 조직의 간부들이 거의 모두 참석했다.+다니엘의 시선은 그들 사이를 오갔지만, 몇 마디 말만 가지고는 과연 누가 튼튼한 동아줄인지 판단하기 힘들었다.+다니엘이 고민하고 있던 중, 사람들 사이에서 약간 독특해 보이는 남자가 눈길을 끌었다.
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>||:<color=#A9A9A9>다가가기 힘든 사람 같은데.</color>+<color=#A9A9A9>...가서 가볍게 인사라도 해볼까?</color>
()||:그 남자는 바 카운터에 기대서 손에 든 와인잔을 살살 흔들고 있었다.+캐주얼하게 입은 도적단원들 사이에서 그의 정장 차림은 고전적이지만 촌스러운 느낌은 아니었다. 어두운 불빛 아래서도 얼마나 비싼 원단을 썼는지 알 수 있었다.+묘하게도, 지나가는 사람들 모두 그에게 먼저 인사를 건넸지만, 멈춰서서 그와 대화를 나누는 사람은 아무도 없었다.+다니엘은 귀를 쫑긋 세워 사람들이 그를 "니콜라스"라고 부르는 것을 확인했다.
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>||<SE1>AVG_footsteps_woodfloor</SE1>:반갑습니다, 니콜라스 씨.
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>||<SE1>Stop_AVG_loop</SE1>:이번에 새로 입단한 다니엘입니다. 혹시 몇 마디 여쭈어봐도 괜찮을까요?
NPC-NervousMan(0)<Speaker>니콜라스</Speaker>||:...다니엘이라고?
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>||:예.
()||<SE1>AVG_20Winter_Drink_Tea</SE1>:니콜라스는 술잔을 내려놓고, 눈썹을 치켜올리며 다니엘을 바라보았다.
NPC-NervousMan(0)<Speaker>니콜라스</Speaker>||:뭔 일인데?
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>;NPC-NervousMan(0)||:......
NPC-Bodyguard1(0);NPC-NervousMan(0)<同时置暗><Speaker></Speaker>||:다니엘은 긴장으로 침을 꿀꺽 삼켰다.+니콜라스는 여타 단원들과는 다른 분위기를 풍겼다. 평범한 단원들을 대하는 방식은 통하지 않을 게 분명했다.
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>;NPC-NervousMan(0)||:제가 입단한 지가 얼마 안 돼서 아직 진로를 망설이고 있습니다.+혹시 니콜라스 씨께서 가르침을 주신다면 참으로 영광이겠습니다.
NPC-NervousMan(1)<Speaker>니콜라스</Speaker>||:......
()||:니콜라스는 히죽 웃고, 정장 안쪽 주머니에서 시가 케이스를 꺼내 한 개비의 머리를 잘랐다.
()||:다니엘은 바로 공손하게 라이터를 켜서 시가에 불을 천천히 붙였다.
NPC-NervousMan(1)<Speaker>니콜라스</Speaker>||:어떤 일을 하고 싶은데?
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>;NPC-NervousMan(1)||:니콜라스 씨께 도움이 되는 일이라면 다 좋습니다.
NPC-Bodyguard1(0);NPC-NervousMan(1)<Speaker>니콜라스</Speaker>||:좋아.+마침 내가 새로운 사업을 계획 중이거든.
NPC-Bodyguard1(0);NPC-NervousMan(1)<同时置暗><Speaker></Speaker>||:니콜라스는 시가의 첫 향기를 천천히 빨아들였다.
NPC-NervousMan(1)<Speaker>니콜라스</Speaker>||:내일 내 사무실에 와라.
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>||:감사합니다.
()||<SE1>DealCards</SE1>:흥미롭다는 듯 입가에 웃음을 걸치고서, 니콜라스는 다니엘에게 명함을 건네고 파티장에서 사라졌다.+다니엘은 고개 숙여 명함을 보았다.+"니콜라스 바실리예비치"
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker><Shake>0.1</Shake>||<黑屏1><BGM>BGM_Empty</BGM>:......+세상에, 소문으로만 듣던 사하로프 씨의 양아들이잖아...?
()||<BIN>9</BIN><黑屏1>:희열에 빠진 다니엘은, 설마 이것이 그가 인생에서 가장 후회하는 선택이 될 줄은 아직 꿈에도 몰랐다.
()||<黑屏2><BIN>168</BIN>:...3개월 후, 이른 아침.+보르 브 자코녜의 7번 창고.
()||<SE1>AVG_HeavyVehicle_Stop</SE1><BGM>GF_21winter_avg_pathfinder</BGM>:니콜라스의 명령대로 다니엘은 소형 트레일러를 울리카리바 도로변에 세웠다.
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>||:......+니콜라스 씨, 정말 이렇게 하실 겁니까?
NPC-Bodyguard1(0);NPC-NervousMan(0)<Speaker>니콜라스</Speaker>||:지금 나를 의심해?
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>;NPC-NervousMan(0)||:다른 사람에게서 들은 건데, 이건 류바 할멈이 그 사장에게 남겨둔 화물이라고...
NPC-NervousMan(1)<Speaker>니콜라스</Speaker>||:나도 알아, 하지만 그 사장은 이미 딴 나라에 피난 가서 다신 안 올 거라고.+창고에서 썩힐 바엔 그냥 필요한 사람한테 팔아버리자는 거지.
()||<SE1>AVG_20Winter_Gate_Close</SE1>:드르륵... 니콜라스가 창고 문을 열었다.+다니엘은 망설임 가득한 눈빛으로 창고 안의 총기와 탄약 상자들을 훑고는, 니콜라스의 뒷모습을 바라보았다.
NPC-NervousMan(0)<Speaker>니콜라스</Speaker>||:뭘 멍 때리고 있어? 짐 옮기러 온 거 아니었냐?
NPC-Bodyguard1(0)<Speaker>다니엘</Speaker>||:......
()||<SE1>AVG_Cloak_Whoosh</SE1>:다니엘은 화물 상자를 하나씩 트레일러에 실었다.+다니엘이 의욕이 없는 것을 눈치챈 듯, 니콜라스가 곁으로 다가왔다.
