()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<speaker></speaker>||<黑屏2><BIN>72</BIN><BGM>m_avg_labyrinth</BGM>:전자 공간.
UMP45Mod(0)<Speaker>UMP45</Speaker>||:......+순식간에 마인드맵의 밑바닥까지 끌려오다니... 명색이 전자전 특화 인형인데, 망신 한번 제대로 당했네.
()<speaker></speaker>||:UMP45는 주위를 두리번거리며 단서를 찾으려 했다.+전자 공간에 가상의 불빛이 켜지자, 눈앞에 익숙한 전자 문이 나타났다.
UMP45Mod(0)<Speaker>UMP45</Speaker>||:창의성이 없어도 너무 없네...+결국, 나도 M4처럼 나 자신의 미로 속에서 빠져나와야 하는 건가?+어휴... 우려먹기도 정도가 있지.
()<speaker></speaker>||<SE1>AVG_door_elecport</SE1><白屏1><BGM>BGM_Empty</BGM>:UMP45는 주저하지 않고 문을 열었다.
()<speaker></speaker>||<白屏2><BIN>71</BIN><BGM>10258</BGM>:증기가 뿜어져 나오는 소리, 톱니바퀴가 돌아가는 소음... 검지가 저리고, 콧속엔 초연 냄새가 진동했다.+UMP45는 이곳을 잊은 적이 없었다. 여긴 나비 작전 당일의 철혈공조 본부 공장이었다.
UMP45Mod(0)<Speaker>UMP45</Speaker>||:정말 끔찍한 추억이네... 무슨 꿍꿍이속인지 알겠어, M16.+하지만 이딴 수작으론 날 가둘 수 없어. 몇만 번 반복해도 빠져나올 수 있다고.
()<speaker></speaker>||:눈앞의 모든 것이 되감아졌다. 기억이 역행하며, 익숙한 느낌이 사라져 갔다.
()<Speaker>？？？</Speaker>||:무슨 일이 있어도, 넌 계속해서 살아남아야 해.
UMP45Mod(0)<Speaker>UMP45</Speaker>||:단지... 그때의 나로 돌아가는 게 문제지만...
()<Speaker>？？？</Speaker>||:비록 인형이라 할지라도, 자신이 살아가기 위한 이유는 있어.
UMP45Mod(0)<Speaker>UMP45</Speaker>||:겁먹지 마... 할 수 있어...+넌 이미 변했어, UMP45!
()<speaker></speaker>||:되감기가 끝나자, 마지막 빛줄기까지 사라지고 어둠이 UMP45의 의식을 삼켰다. 그리고, 기억이 다시 재생되었다.
()<Speaker>？？？</Speaker>||<黑屏1>:다른 사람을 위해서가 아닌, 너 자신을 위해서...
()<speaker></speaker>||<黑屏2><BIN>71</BIN><BGM>BGM_Empty</BGM>:나비 작전 D-Day, 철혈공조의 공장 내부.
()<Speaker>인간 장교</Speaker>||<BGM>BGM_Battle</BGM>:3번 소대는 로비를 확보, 뒷문을 포위한다. 7번 소대는 목표의 방으로 돌입 준비!
()<speaker></speaker>||:수일의 훈련을 거친 정예 그리폰 인형들이, 방으로 돌입해 순식간에 제압했다.+UMP45는 그 과정을 감시 카메라를 통해 지켜봤다. 시뮬레이션을 셀 수도 없이 반복했다지만, 정예 전술인형들의 움직임에는 감탄할 수밖에 없었다.
()<Speaker>그리폰 인형A</Speaker>||:3번, 7번 소대가 목표가 있는 방에 도착했다!
()<Speaker>그리폰 인형B</Speaker>||:목표 발견! 목표 발견! 손 들어!
()<speaker></speaker>||:손전등의 빛이, 헬쑥한 남자에게 집중됐다.
