()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>527</BIN><narrator>:대륙간 열차 "미래호", 콜트 익스프레스 안.
()||<BGM>GF_2022_Summer_AVG_4</BGM>:매기는 테이블 한쪽에 앉아 미소를 짓고 맞은 편의 실루엣을 바라봤다.+그 실루엣 앞의 테이블 위엔 스페이드K가 술잔 밑에 깔려있었다.
ColtWalker(3)<Speaker>매기</Speaker>||:이게 "그녀"의 위치입니다.
NPC-Tareus(2)<Speaker>스페이드K</Speaker>||:...알았어.
ColtWalker(3)<Speaker>매기</Speaker>||:그럼 "로열 카지노" 의뢰의 보수 잔금은요? 언제 받을 수 있을까요?
NPC-Tareus(2)<Speaker>스페이드K</Speaker>||:...그건 담당자가 따로 처리할 거야.
()||:스페이드K는 매기의 질문에 대충 대답하고 눈앞에서 사라졌다. 왔을 때처럼 아무 기척도 없이.
()||<黑屏1>:
()||<黑屏2><BIN>467</BIN><narrator>:대륙간 열차 "미래호", 콜트 익스프레스 제일 끝 차량.
NPC-Scalper(3)<Speaker>캐서린</Speaker>||:이제야 왔구나...
()||:매기가 차 안에 나타난 것을 본 캐서린이 길게 숨을 내쉬었다.
NPC-Scalper(3)<Speaker>캐서린</Speaker>||:밖엔 이상한 군대가 있지, 안엔 도적떼가 날뛰지,+차는 물까지 새지...+다신 이렇게 뒤지게 힘든 의뢰 안 받을 거야!+이럴 줄 알았으면 니콜라스의 돈을 탐내지 않는 건데.
NPC-Scalper(3);ColtWalker(3)<Speaker>매기</Speaker>||:...지금 말해봐야 쓸데없잖아. 칭얼대지 마.
NPC-Scalper(3)<Speaker>캐서린</Speaker>;ColtWalker(3)||:그럼 좀 쓸데 있는 말을 해봐!+이제 우린 할 수 있는 게 없어...
NPC-Scalper(3);ColtWalker(3)<Speaker>매기</Speaker>||:뭔 소리래...+아직 할 일이 잔뜩이거든?
NPC-Scalper(3)<Speaker>캐서린</Speaker>;ColtWalker(3)||:됐어됐어, 말하지 마... 바로 머리가 지끈거리네.+너 이번 베팅은 리스크가 너무 크지 않아?+예전처럼 갑끼리 싸움 붙여놓고 이기는 쪽에 붙을 줄 알았는데.
