()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>85</BIN><黑屏2><BGM>m_va_those_who_dwell_in_shadows</BGM>:시청을 둘러싼 싸움이 일단락되었다.
()<Speaker></Speaker>||<震屏>:콰앙!+스텔라는 우산 바이러스에 장악된 인형들을 이끌고, 문을 발로 차며 총리의 사무실로 들이닥쳤다.
Stella(2)<Speaker>스텔라</Speaker>||:크림슨 로즈, 아무도 못 들어오게 해.
()<Speaker></Speaker>||:그리고 스텔라는 책상으로 성큼성큼 다가가, 숨어 있던 도로시를 끄집어냈다.
Dorothy(2)<Speaker>도로시</Speaker>||:꺄아아아악!
Dorothy(2);Stella(2)<Speaker>스텔라</Speaker>||:역시 이런 데에 숨어 있었구나, 도로시.+이런 허울뿐인 훈장들과 함께 죽을 셈이니?
Dorothy(2)<Speaker>도로시</Speaker>;Stella(2)||:하, 항복! 항복!+워, 워워워, 원하는 게 뭐야? 돈? *키라* 미키 악수권?
Dorothy(2);Stella(2)<Speaker>스텔라</Speaker>||:*키라* 미키 악수권은 욕심이 나지만, 그건 내 돈으로도 해결할 수 있어.
Dorothy(2)<Speaker>도로시</Speaker>;Stella(2)||:그... 그럼 그 고양이 귀를 고쳐줄까?
Dorothy(2);Stella(2)<Speaker>스텔라</Speaker><Shake>||:이건 고양이 귀가 아니야!+세상에, 캣 부머도 모르는 녀석이 총리라니 이게 말이 돼? 넌 대체 관심 있는 게 뭐야?!
Dorothy(2)<Speaker>도로시</Speaker>;Stella(2)||:어... 네가 나한테 무슨 짓을 할지라든가...?
Dorothy(2);Stella(2)<Speaker>스텔라</Speaker>||:마음 같아선 널 천천히 해체하는 걸 유터보 생방송으로 내보내고 싶지만, 그래서는 내가 원하는 답을 얻을 수가 없으니 관두겠어.+그러니까 말해. 테라 컴퓨터와 알마는 어디 있지? 적어도 한 가지라도 알고 있을 테니 당장 대답해!
Dorothy(2)<Speaker>도로시</Speaker>;Stella(2)||:모, 모르는 걸 모른다고 하지 뭐 어떡해! 내 머리를 뜯어서 본다 해도 마찬가지라고!
Stella(2)<Speaker>스텔라</Speaker>||:그래...? 뭐, 상관없어. 다 예상한 일이야.
()<Speaker></Speaker>||:스텔라는 도로시를 밀쳤고, 도로시는 바닥에 주저앉았다.
Stella(2)<Speaker>스텔라</Speaker>||<BGM>BGM_Empty</BGM>:그럼 네 부품을 하나하나 뜯어내는 수밖에. 과연 [안나]가 뭐라고 할지 보자.
Dorothy(2)<Speaker>도로시</Speaker>;Stella(2)||:......+어떻게...+어떻게 그 이름까지...?
Stella(2)<Speaker>스텔라</Speaker>||:모습을 감춘 동안 이것저것 조사해 봤지.
()<Speaker></Speaker>||:도로시는 입을 다물더니, 이내 크게 한숨을 쉬었다.
Dorothy(4)<Speaker>도로시</Speaker>;Stella(2)||<BGM>m_va_reminiscence</BGM>:하아... 스텔라, 네가 이상한 조사를 하고 있다는 소식을 들었을 때 정말 널 죽였어야 했어.
