()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><BIN>8</BIN><BGM>BGM_Room</BGM>:그리폰 기지, 지휘부.+지휘관의 사무실.
()<Speaker>지휘관</Speaker>||:......
()<Speaker></Speaker>||:짧은 점심 휴식 시간인 지금, 지휘관은 잠시 눈을 붙이고 있었다.
()<Speaker></Speaker>||<SE1>Select</SE1>:그러던 중 느닷없이 차가운 쇠붙이가 뒤통수에 닿아, 졸음이 싹 달아났다.
()<Speaker>？？？</Speaker>||:꼼짝 마라.
()<Speaker>지휘관</Speaker>||:...누구냐.
()<Speaker></Speaker>||:상당히 변조된 음성이었다.
()<Speaker>？？？</Speaker>||:내가 누군지는 알 것 없다, 그리폰의 지휘관.+그저, 내 고용인에게 데려갈 것만 알면 된다.+네게서 캐낼 정보가 아주 많다더군.
()<Speaker>지휘관</Speaker>||:거 참 재미있군... 이렇게 당당히 그리폰 기지 안으로 숨어들어 와서 날 납치하겠다고?
()<Speaker>？？？</Speaker>||:내가 아는 바로는 전례가 없는 것도 아니던데?+내가 여기까지 왔으니, 널 데리고 나가는 것도 얼마든지 가능해.
()<Speaker>지휘관</Speaker>||:......
()<Speaker></Speaker>||:장단 맞춰 주기 귀찮아진 지휘관은 스윽 고개를 돌렸다.
()<Speaker>지휘관</Speaker>||<BGM>BGM_Empty</BGM>:그래서, 이건 무슨 새로운 장난이야?
BOSS-3(2)<Speaker>헌터</Speaker><Position>290,-150</Position>||<BGM>2022_white_valentine_BGM2</BGM>:...내가 정말 침입자였다면, 그렇게 함부로 고개를 돌린 순간 방아쇠를 당겼을 거다.
BOSS-3(2)<Speaker>지휘관</Speaker><Position>290,-150</Position><同时置暗>||:정말로? 네가 연기한 캐릭터는 날 생포하려 했잖아.+그리고 정말 침입자였다면 굳이 목소리를 변조할 이유가 없지. 나한테 정체를 들키기 싫은 인물이나 그럴 테니.+마지막으로, 초콜릿 냄새가 났어. 막 먹은 참이니?
BOSS-3(2)<Speaker>헌터</Speaker><Position>290,-150</Position>||:......
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:헌터는 어깨를 으쓱하며 총을 내렸다.
BOSS-3(2)<Speaker>헌터</Speaker><Position>290,-150</Position>||:진짜였다면 어쨌을 셈이었지?
BOSS-3(2)<Speaker>지휘관</Speaker><Position>290,-150</Position><同时置暗>||:그건 모르겠지만, 그 가정에 의미가 있긴 해?
BOSS-3(2)<Speaker>헌터</Speaker><Position>290,-150</Position>||:자신의 몸값에 자각을 가졌으면 좋겠군. 나는 비록 연기였을지언정, 세상에는 정말 그럴 셈인 놈들이 산더미다.+놈들 손에 떨어지면 네가 상상도 못할 방법으로 널 고문해서 전부 불게 만들겠지.
BOSS-3(2)<Speaker>지휘관</Speaker><Position>290,-150</Position><同时置暗>||:음... 그건 주의하고 있어.
BOSS-3(2)<Speaker>헌터</Speaker><Position>290,-150</Position>||:그럼 그런 상황이 발생하지 않도록 미리미리 대비해 두도록.
BOSS-3(2)<Speaker>지휘관</Speaker><Position>290,-150</Position><同时置暗>||:대비라니?
()<Speaker></Speaker>||:헌터가 무언가를 꺼냈다.
BOSS-3(2)<Speaker>헌터</Speaker><Position>290,-150</Position>||<SE1>ClothingUp</SE1>:받아라.
BOSS-3(2)<Speaker>지휘관</Speaker><Position>290,-150</Position><同时置暗>||:......수류탄?
BOSS-3(2)<Speaker>헌터</Speaker><Position>290,-150</Position>||:너는 사냥꾼이어야만 한다.+허나 만약 네가 사냥감으로 전락한다면, 이걸로 뒤따를 고통을 방지할 수 있지.
BOSS-3(2)<Speaker>지휘관</Speaker><Position>290,-150</Position><同时置暗>||:어......
()<Speaker></Speaker>||:지휘관은 말을 잃었다.
BOSS-3(2)<Speaker>헌터</Speaker><Position>290,-150</Position>||:평소엔 전등으로도 쓸 수 있어서 편리해.
BOSS-3(2)<Speaker>지휘관</Speaker><Position>290,-150</Position><同时置暗>||:...으응, 고맙, 고맙게 받을게.
BOSS-3(2)<Speaker>헌터</Speaker><Position>290,-150</Position>||:별거 아니다.
()<Speaker></Speaker>||<SE1>AVG_door_elecport</SE1>:헌터는 말을 마치자마자 권총을 수납하고 성큼성큼 사무실 밖으로 사라졌다.+혼자 남은 지휘관은, 손 안의 "선물"을 멍하니 바라봤다.+'...뭘 눌러야 불이 켜지는 거지?'
()<Speaker></Speaker>||:......
()||<黑点1>:
