()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>417</BIN><回忆><BGM>GF_22W_BGM_3</BGM>:......
()<Speaker>실험체</Speaker>||:<color=#00CCFF>강글라티 대위, 그에게서 바이탈 사인이 사라졌습니다...</color>
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>||:결국 아무 말도 안 했어?
NPC-Pamzan(10)<Speaker>실험체</Speaker><Position>0,-70</Position><同时置暗>||:<color=#00CCFF>대위가 요구하신 대로 심문했습니다만, 그가 토해낸 정보는 전부 우리가 이미 파악한 것들뿐입니다.</color>
()||:모니터로 실시간 중계되는 화면에, 실험체 하나가 노비코프 지휘관의 시신 위에서 일어서는 것이 보였다.+얼굴에 잔뜩 피멍이 든 채 창고 바닥에 쓰러진 그는, 경동맥에 비수가 박혀 피를 뿜어냈다.
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>||:......
()<Speaker>실험체</Speaker>||:<color=#00CCFF>단순히 위협만 할 셈이었는데, 놈이 놀라 발버둥치는 바람에...</color>
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>||:...됐다. 이미 죽은 거, 마지막 가치라도 활용하자고.
NPC-Pamzan(10)<Speaker>실험체</Speaker><Position>0,-70</Position><同时置暗>||:<color=#00CCFF>그 말씀은?</color>
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>||:네 흔적은 깔끔하게 지우고, 누군가가 그와 치열하게 싸우다 살해한 현장으로 만들어.
NPC-Pamzan(10)<Speaker>실험체</Speaker><Position>0,-70</Position><同时置暗>||<黑点1>:<color=#00CCFF>아하... 안젤리아 지휘관이 살해한 것으로 현장을 꾸미란 말씀이군요. 알겠습니다.</color>
()||<黑点2><关闭蒙版>:간만에 미소를 지은 그는 스크린 앞에 서서, 그리폰 기지의 취조실 감시 카메라 화면을 지켜봤다.+비정규적인 수단으로 해킹한 것이라 화질이 많이 떨어졌지만, 그래도 안젤리아의 얼굴이 분노로 일그러진 것은 확실히 알아볼 수 있었다.
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>||:그래, 거기서 얌전히 그러고 있어. 금방 찾으러 갈 테니까...+안젤리아...
()||:그의 손가락이 화면 속 흐릿한 얼굴을 어루만졌다.
()||<SE1>AVG_whitenoise</SE1>:그런데 그때, 갑작스런 격통이 그의 오른쪽 관자놀이에서 뇌를 가로질렀다.
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position><Shake>||:쯧...
()||<黑屏1>:찌잉 울리는 머리를 움켜쥐니, 머리카락 아래 가려진 오른쪽 관자놀이의 신경 안정기가 느슨해진 것을 알았다.
NPC-Ange(38)<Speaker>？</Speaker>||<BIN>7</BIN><黑屏2><回忆><黑屏1>:......
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>||<黑屏2><关闭蒙版><BIN>417</BIN>:또냐...+선생님... 치료가 필요합니다...
()||:호흡 곤란까지 일으키는 그는 어딘가로 통신을 걸었다.
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>||:선생님...!
NPC-Pamzan(10)<Position>0,-70</Position>;NytoWhite(0)<Speaker>하얀 니토</Speaker><通讯框>||:<color=#00CCFF>죄송합니다, 사나 언니는 지금 업데이트 중입니다. 급한 용무가 있으시다면 업데이트 후 전해드리겠습니다.</color>
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>;NytoWhite(0)<通讯框>||:사나...+내 신경 안정기에 문제가 생겼다, 선생님을 불러 줘...
NPC-Pamzan(10)<Position>0,-70</Position>;NytoWhite(0)<Speaker>하얀 니토</Speaker><通讯框>||:<color=#00CCFF>알겠습니다, 실험이 끝나는 대로 전달해드리겠습니다.</color>
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>;NytoWhite(0)<通讯框>||:응...
NPC-Pamzan(10)<Position>0,-70</Position>;NytoWhite(0)<Speaker>하얀 니토</Speaker><通讯框>||:<color=#00CCFF>또 무슨 일 있습니까?</color>
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>;NytoWhite(0)<通讯框>||:내 동생... 사나는 어때?
NPC-Pamzan(10)<Position>0,-70</Position>;NytoWhite(0)<Speaker>하얀 니토</Speaker><通讯框>||:<color=#00CCFF>선생님께서, 당신이 묻는다면 현재 안정된 상태이니 걱정 말라 전하라 하셨습니다.</color>
NytoWhite(0)<Speaker>하얀 니토</Speaker><通讯框>||:<color=#00CCFF>과거를 잊지 말고, 임무를 잘 완수하라고도 전하라 하셨습니다.</color>
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>||:그래... 알았다.
()||<黑屏1><BGM>BGM_Empty</BGM><SE1>AVG_tele_disconnect</SE1>:통신을 종료하고, 그는 천천히, 쓰러지듯 철제 의자에 앉았다.+지금 그의 눈앞에 보이는 것은 그리폰의 취조실도, 그가 있던 심각하게 오염된 폐기 구역이 아니었다.
()||<黑屏2><边框>2</边框><BIN>7</BIN><SE1>GF_Halloween_Wind_loop</SE1>:그는 지금 고향의 자작나무 숲속에 있었고, 사나가 한 나무 아래서 그를 기다리고 있었다.+오늘은 숲속에서 새를 찾아보기로 약속한 날이었다.
()<Speaker>？？？</Speaker>||<边框>2</边框>:그럼 갈까, 사나?
NPC-Sana(0)<Speaker>사나</Speaker><Position>0,210</Position>||<边框>2</边框>:응!
()||<黑屏1><边框>2</边框>:그는 추위에 볼이 빨갛게 상기된 사나의 작은 머리를 토닥여 주고, 두꺼운 장갑을 낀 손을 잡은 채 무릎까지 쌓인 눈발을 함께 한 걸음씩 걸어갔다.
NPC-Pamzan(10)<Speaker>？？？</Speaker><Position>0,-70</Position>||<黑屏2><BIN>417</BIN><SE1>Stop_AVG_loop</SE1>:사나... 반드시 너와 형의 원수를 갚아 줄게...+베슬란에서 너희를 쏴 죽였던 살인자를... 내가 갈기갈기 찢어 죽여 줄게...+...듣고 있냐, 안젤리아?
()||<黑屏1>:두뇌 속을 헤집는 전류 같은 고통을 참으며, 그는 화면 속에서 영문을 모르겠다는 안젤리아를 뚫어져라 주시했다.
()||<黑屏2><BIN>158</BIN><BGM>10295</BGM>:깊은 밤, 그리폰 기지의 취조실.+탁자 맞은편의 취조관에게 눈을 부라리면서, 안젤리아는 눈치도 안 보고 하품을 했다.
()<Speaker>취조관</Speaker>||:안젤리아 지휘관, 조사에 진지하게 협력해 주길 바란다.
