()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
RO635(0)<Speaker>RO635</Speaker>||<黑屏2><BGM>BGM_Sneak</BGM><BIN>167</BIN>:예상보다 간단하네... 방어를 설치할 틈이 없었던 건가...+이참에 제어 권한까지 가져올까...
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:RO! RO!! 일어나!
RO635(0)<Speaker>RO635</Speaker>||:무슨 일인데... 아직 바쁘단 말이야...
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:하얀 녀석이야! 지금 우리 쪽을 향해 오고 있어!+설마 우리가 침입한 것을 발견한 걸까?
？？()||:<color=#00CCFF>정말이지, 너의 수호천사가 기껏 그 제어 콘솔을 건들지 말라고 했는데도.</color>+<color=#00CCFF>그 얼간이들이 엉망인 덫을 놓았더니, 엉뚱한 토끼가 걸리고 말이야... 참 재미있는 하루군.</color>
RO635(4)<Speaker>RO635</Speaker>||:이건... 강제 통신?!+누구냐!
RO635(4)<Speaker>？？</Speaker>||:<color=#00CCFF>어이 거기 토끼, 얼른 도망치지 않으면 토끼구이가 될 거다.</color>+<color=#00CCFF>내가 공짜로 정보를 제공하는 법이 없지만, 이번만 특별히 외상으로 쳐주지.</color>
RO635(0)<Speaker>？？</Speaker>||:<color=#00CCFF>거기로 이동하면 살아남을 기회가 있을 거야, 너희가 여기서 당했다간 나도 난처해지니까.</color>
RO635(4)<Speaker>RO635</Speaker>||:당신이 그 정보원입니까? 지금 어디 있습니까!?+제길, 이미 신호가 사라졌어...
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:지금 어떡해? 저게 그 정보원이지? 이대로 떠나버리면 오늘 모두 헛수고가 되는 거잖아?
RO635(0)<Speaker>RO635</Speaker>||:어찌 됐든 간에, 우선 여기서 살아남아야 해...+하얀 녀석들이 이 방을 포위해 버리면 그게 정말 끝장이니까.
RO635(0)<Speaker>RO635</Speaker>||:지휘관님, 듣고 계십니까? 죄송하지만, 지금 지원이 필요합니다!+ 이곳의 특수한 통로로 적을 피하면서 하수도에 진입할 수 있습니다. 저희가 철수할 수 있도록 도와주세요!+그리고 SOP2, 그 강아지 내놔!
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:강아지? 바나나 말이야?
RO635(0)<Speaker>RO635</Speaker>||<黑屏1>:이름이 뭐든... 그걸로 정보원의 마지막 장소를 역추적할 거야.+우리에게 강제 통신을 했다는 것은 분명 가까이 있다는 뜻이니까.+지휘관님의 제대가 오기까지 아직 시간이 있으니, 절대 헛수고로 만들지 않겠어!
