()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>576</BIN><BGM>BGM_Saga_AVG_Dusk</BGM>:
()||<SE1>AVG_AMB_waves_and_seagulls_oneshot</SE1>:어렴풋이 들리는 현악기 소리에 이끌려, 당신은 여기까지 왔다.+난간에 기댄 것은 유우기리. 저 멀리 지는 석양이 빨갛게 물들이는 바다를 바라보며, 순에 쥔 바치로 가볍게 현을 튕겼다.+그런 그녀의 모습에선 슬픔이 엿보였다.
()<Speaker>지휘관</Speaker>||:...유우기리?
NPC-Yugiri(2)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:예, 지휘관님.
()||:가볍게 대답하면서도 이쪽으로 고개를 돌리지 않았다.+그녀 손의 샤미센은 여전히 구슬피 울었고, 저 석양마저 그 소리에 흔들리는 듯했다.
NPC-Yugiri(0)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:저는 배를 타고 사가에 당도했답니다, 정확히 어느 방향으로부터인지는 기억이 안 나지만요. 어쩌면 저쪽에서 왔을지도 모를 일이죠.
()||:유우기리가 손을 들어 바다 저편을 가리켰다.
()<Speaker>지휘관</Speaker>||:고향이 그리운 거야? 괜찮다면 같이 가볼 수도 있는데.
()||:하지만 유우기리는 고개를 저었다.
NPC-Yugiri(2)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:고향이란 건,//n다가가면 따가운//n장미꽃이라.
NPC-Yugiri(2)<Speaker>지휘관</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||:즉, 고향에 대한 복잡한 감정이란 거구나.
NPC-Yugiri(0)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:돌아간다 해도 제가 기억하는 모습은 아닐 테니, 계속 추억 속에 묻어 두는 게 좋겠죠.
NPC-Yugiri(0)<Speaker>지휘관</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||:......
NPC-Yugiri(2)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:그저 상기했을 뿐이랍니다, 지휘관님도 언젠가 저희를 떠나 원래 세계로 돌아갈 것이란 사실을.
NPC-Yugiri(2)<Speaker>지휘관</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||:나 말이야?
()||:빗속의 버드나무처럼 쓸쓸한 유우기리의 뒷모습을 보며, 당신은 자신의 진심을 토로했다.<c>A. 남아있고 싶다.<c>B. 떠날 수밖에 없다.
()<Speaker>지휘관</Speaker>||<分支>1</分支>:사실... 나도 사가에 남아서, 모두와 계속 함께하고 싶다고는 생각했어...
()||<分支>1</分支>:그 말에 유우기리의 어깨가 움찔하고, 놀란 얼굴로 고개를 돌렸다. 눈망울의 눈물은 복잡한 심정을 대변하는 듯했다.+그녀는 당신에게 다가와, 손을 뻗더니...
()||<分支>1</分支><SE1>AVG_Yugiri_slap</SE1>:찰싹!+당신은 얼얼한 뺨을 감싼 채 순간 말을 잃었다. 정말 아프게 맞은 건 아니지만, 상처받기엔 충분한 아픔이었다.
NPC-Yugiri(1)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||<分支>1</分支>:그럼 그리폰은 어쩌시고요!?+제게 말씀하셨던 당신의 이상은요!? 세계를... 세계를 새로 쓸 칼날이 되겠다 하셨잖사와요!
NPC-Yugiri(2)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||<分支>1</分支>:그 말은 다 무엇이었나요... 당신의 맹세는 아무것도 아니었나요!?
NPC-Yugiri(2)<Speaker>지휘관</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||<分支>1</分支>:......
()||<分支>1</分支>:당신보다 속상해하는 유우기리를 보며, 당신은 그날 밤 바닷가에서의 일을 떠올렸다. 그녀가 부드럽게 당신의 손을 잡고, 당신의 바람을 응원하겠다 약속했던 그날을.+설령 당신이 떠나게 될지여도, 그녀는 진심으로 당신이 소망을 이루길 바란 것이다.+당신의 포기야말로 그녀에게 큰 상처를 입히는 꼴이었다.
()<Speaker>지휘관</Speaker>||<分支>1</分支>:유우기리, 미안해. 난 그저...
NPC-Yugiri(2)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||<分支>1</分支>:다시는 그런 나약한 말 하지 마시와요.
NPC-Yugiri(2)<Speaker>지휘관</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||<分支>1</分支>:약속할게.
()<Speaker>지휘관</Speaker>||<分支>2</分支>:유우기리... 난 언젠가 사가를 떠나겠지만, 이곳에서 너희와 함께했던 나날을 절대 잊지 않을 거야.
()||<分支>2</分支>:빗물에 젖은 한 송이 꽃 같은 미소를 띄우고, 유우기리는 천천히 당신을 돌아봤다.+그녀는 당신에게 다가와, 손을 뻗더니...+부드러운 두 손으로 당신의 손을 꼬옥 쥐었다.
NPC-Yugiri(4)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||<分支>2</分支>:알고 있사와요, 당신은 이곳에 속하지 않는다는 것을. 더 넓은 세상으로 나아가, 포부를 이루셔야죠.
NPC-Yugiri(4)<Speaker>지휘관</Speaker><Position>120,-150</Position><Scale>1.85</Scale><同时置暗>||<分支>2</分支>:그래도 역시 떠난다고 생각하기만 해도 벌써 여기가 그리워지는걸...
NPC-Yugiri(4)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||<分支>2</分支>:속상해 마시와요. 설령 다시 만날 수 없다 하여도, 소중한 기억은 모두의 곁에 남으니까요.
NPC-Yugiri(3)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||<分支>2</分支>:당신을 위해, 당신의 무운을 기도하겠사와요.
()||<分支>2</分支>:유우기리의 눈동자는 여전히 슬픈 안개로 흐렸지만, 부드러운 미소는 여전한 채로 말을 전했다.+당신은 그녀의 마음을 이해했다. 그녀는 지금 진심으로 당신이 더 나은 세상을 만들기를, 당신이 그리는 그림이 공허한 꿈이 아닌 아름다운 현실이 되길 바라고 있었다.+설령, 당신이 멀리 떠나 함께가 아니게 될지라도.
()<Speaker>지휘관</Speaker>||<分支>2</分支>:응, 나도 언제 어디서나 너희를 응원할게.
()||:유우기리가 벤치에 앉자, 당신도 그 옆자리에 앉았다.+샤미센을 품에 안은 그녀는 잠시 입을 열지 않았다.+그런데, 당신은 지금 연주한 샤미센이 평소와는 다른 것임을 눈치챘다. 보다 낡고, 모양도 투박했다.
()<Speaker>지휘관</Speaker>||:어라, 샤미센 바꿨어?
NPC-Yugiri(0)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:이건, 제가 샤미센을 배우기 시작할 때 쓰던 것이와요.
()||:그녀는 가느다란 손가락으로 현을 가볍게 훑었다.
NPC-Yugiri(0)<Speaker>유우기리</Speaker><Position>120,-150</Position><Scale>1.85</Scale>||:초심자가 쓰는 연습용이라, 목재도 가죽도 품질이 그다지 뛰어나진 않죠.
