()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>6</BIN><黑屏2>:그리폰 기지 정문 앞.
M1903(2)<Speaker>스프링필드</Speaker>||:후우, 청소 끝.
()<Speaker></Speaker>||<BGM>BGM_Hello</BGM>:MG5가 한숨을 쉬면서 눈이 쌓인 바닥에 축 늘어진 인형을 일으켜 세웠다.
MG5(2)<Speaker>MG5</Speaker>||:일어나, 겨우 잔챙이 몇 기 처리한 것 가지고 맥이 빠져서 되겠어?
OC44(2)<Speaker>OTs-44</Speaker><Position>0,-150</Position>||:그럼 이제부터 선물을 준비하면 되는 거죠?
M14(2)<Speaker>M14</Speaker>||:헤헤, 우린 선물 뭐로 할지 벌써 정했어요!
M21(2)<Speaker>M21</Speaker>||:그래? 뭔데 뭔... 아니다, 내가 맞춰 보는 게 재밌겠지?
CZ75(2)<Speaker>CZ75</Speaker>||:난 어째 뭘 해도 Spitfire의 선물을 뽑을 것 같은 예감이 든단 말이지...
M1873(2)<Speaker>콜트 리볼버</Speaker>||:난 그냥 내가 아끼는 콜라 컬렉션으로 하려고. 과연 뭘 받게 될까?
RFB(2)<Speaker>RFB</Speaker>||<黑点1>:난 네 콜라만 아니면 뭐든 됐어...
()<Speaker></Speaker>||<BIN>7</BIN><黑点2>:게이저와 디스트로이어는 그리폰 인형들이 수다 떠는 광경을 근처에서 엎드린 채로 지켜보고 있었다.
BOSS-6(0)<Speaker>디스트로이어</Speaker><Shake>||:들었어, 게이저?+쟤네들... 선물 교환 이벤트란 걸 한대.+그게 뭐 하는 거야? 재밌어 보이는데...
BOSS-7(0)<Speaker>게이저</Speaker>||:......
BOSS-6(0)<Speaker>디스트로이어</Speaker><Shake>||:아, 혹시 선물을 준비하기만 하면 참가할 수 있는 거야?+그럼 나도――
()<Speaker></Speaker>||:신이 나서 뛰쳐나가려던 디스트로이어는 게이저의 꿀밤을 맞고 눈에 얼굴을 처박았다.
BOSS-7(0)<Speaker>게이저</Speaker>||:하여간, 정신줄을 놓고 다니는 녀석이 또 있었군...
()<Speaker></Speaker>||<黑点1>:디스트로이어는 툴툴대며 고개를 들었다. 그리고 때마침 그리폰 인형들 사이를 돌아다니는 디너게이트가 그녀의 눈에 들었다.
OC44(2)<Speaker>OTs-44</Speaker><Position>0,-150</Position>||<黑点2><BIN>6</BIN>:와, 이 디너게이트 귀엽다~ 일도 도와주네~
WA2000(2)<Speaker>WA2000</Speaker>||:외외로 쓸모가 있단 말이지...
M21(2)<Speaker>M21</Speaker>||:다 개조된 거지만, 혹시 스파이로 잠입한 녀석이 섞여 있을지도 모르려나? 하하하!
M14(2)<Speaker>M14</Speaker>||<黑点1>:M21 또 이상한 농담 하네...
BOSS-6(0)<Speaker>디스트로이어</Speaker>||<BIN>7</BIN><黑点2><黑点1>:오호... 게이저, 나 지금 끝내주는 계획이 떠올랐어.
()<Speaker></Speaker>||<BIN>9</BIN><BGM>BGM_Empty</BGM><黑点2>:같은 시각...
()<Speaker></Speaker>||<BGM>BGM_Room</BGM>:그리폰 기지의 굴뚝 위.
ART556(4)<Speaker>ART556</Speaker><Position>0,150</Position>||:와아~ 다들 선물 준비하느라 열심이네!+어휴, 일일이 선물 고르고 포장하고, 시시한데 말이야...
()<Speaker></Speaker>||:ART556은 바쁘게 움직이는 인형들을 보며 생각에 잠기더니, 이내 명쾌한 해답을 냈다.
ART556(4)<Speaker>ART556</Speaker><Position>0,150</Position>||:그래, 크리스마스엔 역시 선물을 훔치는 괴도가 짱이지! 하하하!
()<Speaker></Speaker>||:그렇게, 즐거운 파티의 막이 올랐다.
