()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<黑屏2><SE1>AVG_Gunfire</SE1><BIN>41</BIN><BGM>10082</BGM>:황폐한 마을에서, 총성은 폭죽놀이처럼 이어졌다.
NPC-Pamzan(4)<Speaker>람잔</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>안나! 교대 엄호 사격하면서 후퇴한다! 즉시 3소대 화력투사 준비시켜!</color>
NPC-Ange(29)<Speaker>안나</Speaker>||:알았다, 하지만 이쪽은 탄약이 얼마 없어.
NPC-Pamzan(6)<Speaker>람잔</Speaker><通讯框>||:<color=#00CCFF>어떻게든 해봐!</color>
()<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:삑.
()<Speaker></Speaker>||<震屏3><SE1>AVG_Punch</SE1>:안나는 발밑의 진흙을 걷어차고, 겨우 4명 남은 3소대 생존자들을 바라봤다.
NPC-Ange(29)<Speaker>안나</Speaker>||:다시! 지휘부에 다시 연락해 봐!
NPC-Wiktor(0)<Speaker>1분대장 윅토르</Speaker><Position>0,60</Position>||<SE1>AVG_tele_disconnect</SE1>:여전히 신호 불량입니다, 연락이 안 닿아요!
NPC-Ange(29)<Speaker>안나</Speaker>||:임시 집결지에 아직 3명 있지? 걔네한테 물자 남은 거 모조리 갖고 오라 해!
NPC-Wiktor(0)<Speaker>1분대장 윅토르</Speaker><Position>0,60</Position>||:통신 연결은 되는데 응답이 없습니다!
NPC-Ange(29)<Speaker>안나</Speaker>||:제기랄... 탄약 아끼면서 은엄폐 유지!
()<Speaker></Speaker>||<SE1>Select</SE1>:안나는 조준경 너머의 목표를 겨냥해 방아쇠를 당겼다.
()<Speaker></Speaker>||<SE1>AVG_rifle_finalshot_n</SE1><震屏3>:격발음과 함께 적 한 명이 털썩 쓰러졌고, 안나는 바로 몸을 숙였다.
()<Speaker></Speaker>||<controll_shake>%%type_id=2%%duration=2%%delay=0.1%%range=5</controll_shake><SE1>AVG_2022Saros_Gunpast</SE1>:그러기가 무섭게 총알이 아슬아슬하게 스쳤다.
NPC-Alexander(0)<Speaker>알렉산더</Speaker><Position>0,60</Position>||<SE1>AVG_weapon_reload</SE1>:소대장님! 대위님의 부대가 곧 지정 위치에 도착합니다!
NPC-Ange(29)<Speaker>안나</Speaker>||:3소대! 방어선 좁히고 후퇴 준비해!
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:안나는 총을 고쳐 쥐고, 다음 후퇴 경로를 빠르게 결정했다.
NPC-Alexander(0)<Speaker>알렉산더</Speaker><Position>0,60</Position>||:저 새끼들 엄마가 블랙 맘바인가, 물고 놓지를 않네!
()<Speaker></Speaker>||<SE1>AVG_rifle_finalshot_n</SE1><SE1>RunStep</SE1>:알렉산더는 소총 단발 사격으로 화력 투사하는 적을 하나씩 끊으며 안나의 몇 m 안으로 다가왔다.
NPC-Alexander(0)<Speaker>알렉산더</Speaker><Position>0,60</Position>||:윅토르! 그 고물 만지는 건 나중에 하고 빨리 와!
NPC-Wiktor(0)<Speaker>1분대장 윅토르</Speaker><Position>0,60</Position>||:알았... 어? 신호 잡혔다!? 소대장님! 통신――
()<Speaker></Speaker>||<SE1>ClothingUp</SE1>:윅토르가 환희에 차 통신기를 든 손을 번쩍 들었다. 해서는 안 될 짓이었다.
()<Speaker></Speaker>||<震屏3><SE1>AVG_rifle_finalshot_h</SE1>:퍼엉!
()<Speaker></Speaker>||<SE1>AVG_Bullet_Hit_Body</SE1><SE1>AVG_21Winter_Phone_Crash</SE1>:기다렸다는 듯 날아든 총알은 통신기와 함께 윅토르의 손을 박살냈다.
NPC-Wiktor(0)<Speaker>1분대장 윅토르</Speaker><Position>0,60</Position><Shake>0.1</Shake>||<controll_shake>%%type_id=2%%duration=3%%delay=0.1%%range=8</controll_shake>:<size=50>끄아아아아아악!!!</size>
NPC-Alexander(0)<Speaker>알렉산더</Speaker><Position>0,60</Position>||:윅토르!!
()<Speaker></Speaker>||<SE1>ClothingUp</SE1><SE1>AVG_XXS_kick</SE1>:피를 철철 흘리며 허둥대는 윅토르는 알렉산더에게 가려다, 그만 몸이 엄폐물 밖으로 노출되고 말았다.
()<Speaker></Speaker>||<SE2>Gunfight</SE2><震屏3>:총알 세례는 순식간에 쏟아졌고, 윅토르의 몸에서 피가 폭발하듯 뿜어졌다.
()<Speaker>병사</Speaker>||<SE1>RunStep</SE1>:분대장님!
NPC-Alexander(0)<Speaker>알렉산더</Speaker><Position>0,60</Position>||:멍청아 가지 마!
()<Speaker>병사</Speaker>||<SE2>Gunfight</SE2><震屏3><SE1>AVG_Bullet_Hit_Body</SE1>:으아아악!!
()<Speaker></Speaker>||:윅토르를 끌어당기려던 두 병사들도 총탄에 몸이 꿰뚫렸다.
()<Speaker></Speaker>||<SE1>ClothingUp</SE1><SE1>AVG_XXS_kick</SE1><controll_shake>%%type_id=2%%duration=1%%delay=0.1%%range=5</controll_shake>:결국 그들도 윅토르 옆에 쓰러져, 고통에 찬 비명을 질러댔다.
NPC-Ange(29)<Speaker>안나</Speaker>||:<size=50>윅토르! 유리! 코즐로프!</size>
()<Speaker></Speaker>||<SE1>AVG_Gunfire</SE1>:한편, 위치에서 간신히 자리를 잡은 람잔의 소대가 3소대를 엄호하고자 화망을 구축했다.
NPC-Wiktor(0)<Speaker>1분대장 윅토르</Speaker><Position>0,60</Position><Shake>0.1</Shake>||:소대장님...!
