()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>313</BIN><narrator>:심야, 모스크바, 술집 "진".
()||<SE1>AVG_20Winter_Bar_Cheering</SE1>:시끄러운 언더그라운드 랩으로 가득 찬 홀에서, 바텐더는 꾸준히 술잔을 닦으며 이따금씩 손님들의 잡담에 끼어들고는 했다.
()<Speaker>바텐더</Speaker>||:...음?
()||<SE1>Stop_AVG_loop</SE1><SE2>AVG_whitenoise</SE2>:치직... 벽걸이 스크린 속, 댄스걸이 화끈한 춤을 추는 영상이 갑자기 흐려지고 구겨졌다.+그러더니 끝내 영상은 아예 꺼져버리고 노이즈만 남았다.
()||:손님들은 바로 원성을 터뜨렸지만, 바텐더는 고개를 숙이고 키득거렸다.
()<Speaker>바텐더</Speaker>||<BGM>GF_21winter_avg_nightbar</BGM>:오랜만입니다, 매기 씨.
ColtWalker(1)<Speaker>매기</Speaker>||:우훗.
()||:한 여인이 어느새 홀연히 나타나, 주위는 아랑곳 않고 카운터 앞에 앉았다.
()<Speaker>바텐더</Speaker>||:계속 그렇게 우리집 스크린을 갖고 놀다간 완전히 망가지겠습니다.
ColtWalker(1)<Speaker>매기</Speaker>||:하하, 걱정 마.+돈 물어줘야 하는 일은 안 하니까.
()||<SE1>AVG_Button_Click</SE1>:매기가 손가락으로 허리춤의 재머를 툭툭 두드리자, 늘씬한 몸매의 댄스걸이 춤추는 영상이 돌아왔다.
ColtWalker(1)<Speaker>매기</Speaker>||:항상 앉던 자리, 항상 시키던 걸로.
ColtWalker(1)<Speaker>바텐더</Speaker><同时置暗>||:예.
()||<SE1>AVG_footsteps_cave</SE1>:매기는 눈에 띄지 않는 구석에 들어가 주문한 술을 기다렸다.
()||<SE1>Stop_AVG_loop</SE1>:바텐더는 눈치 좋게 데킬라를 담은 술잔, 소금과 레몬 슬라이스를 담은 접시를 내놓았다.
ColtWalker(1)<Speaker>매기</Speaker>||:고마워.
()||<SE1>ClothingUp</SE1>:매기는 왼손으로 소금을 한 줌 집고, 오른손의 검지와 엄지로 가느다란 술잔을 잡는 동시에 중지와 약지로 레몬 슬라이스를 집었다.
()||<SE1>AVG_20Winter_Drink_Tea</SE1>:그리고는 왼손의 소금을 핥은 다음 단숨에 술을 들이켰다.
ColtWalker(1)<Speaker>매기</Speaker>||:캬아~ 시원하다!
()||<SE1>AVG_20Winter_Door_Car_Close</SE1>:매기는 길게 숨을 내쉬고선, 카운터에 털썩하고 엎어졌다.
()||<SE1>AVG_20Winter_Bar_Cheering_V2</SE1>:바텐더는 계속해서 잔을 닦고, 주변 손님들도 영양가 없는 이야기를 왁자지껄 떠들었다. 인형 하나가 술에 곯아떨어진 건 아무도 신경쓰지 않았다.+심야의 술집이라면 술에 떡이 된 녀석은 언제나 있기 마련이니까.
()||<黑屏1><BGM>BGM_Empty</BGM><SE1>Stop_AVG_loop</SE1>:
()||<黑屏2><BIN>527</BIN><narrator>:매기의 마인드맵 공간 "콜트 익스프레스"
