()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<SE1>AVG_AMB_waves_and_seagulls_oneshot</SE1><BIN>587</BIN><黑屏2>:또 한가한 밤이 찾아왔다.+당신은 혼자 방 안에서 이 며칠간의 노트를 정리했다. 야마다 타에의 각종 난해한 표현 방식을 기록해 봤지만, 해석하는 것은 여전히 난제였다.+마치 홀몸으로 유실된 지 오래된 언어 연구에 투입된 언어학자가 된 듯한 기분이었다.
()<Speaker>지휘관</Speaker>||:하아...
()||:어지러운 노트를 보면서 한숨을 참지 못했다.+일주일이 다 되도록 고생했지만 그녀의 "언어"를 이해하기는커녕, 간단한 제스처 하나 가르쳐주는 것마저 실패했다.
()<Speaker>지휘관</Speaker>||<SE1>Stop_AVG_loop</SE1>:대체 뭐가 어렵다고 못 익히는 거지? 엄지를 위로 세우냐 아래로 내리느냐의 차이인데...
()||:혼자 손목을 이리저리 돌려대는 당신은 대체 어디가 어려운 건지 이해할 수가 없었다.
()||<SE1>AVG_doorknock_wood</SE1>:쿵쿵쿵! 누가 다급하게 문을 두드렸다.
()<Speaker>미나모토 사쿠라</Speaker>||<BGM>BGM_23SF_zonghe_1</BGM>:지휘관! 지휘관! 계셔요?
()<Speaker>지휘관</Speaker>||:무슨 일인데, 사쿠라?
()||<SE1>AVG_20Winter_Door_Open</SE1>:문을 열자 잔뜩 초조한 얼굴의 사쿠라가 있었다.
NPC-Sakura(2)<Speaker>미나모토 사쿠라</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:타에가... 타에가 안 보여요!
NPC-Sakura(2)<Speaker>지휘관</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||<震屏>:뭐라고!?
()||:그러고 보니 오후에 타에하고 헤어지고 나서 다시 보지를 못했다.+저녁 식사 시간에마저도 나타나지 않았었다.+확실히 이상한 상황이었다.
NPC-Sakura(2)<Speaker>미나모토 사쿠라</Speaker><Position>0,-270</Position><Scale>1.27</Scale>||:다른 애들한테도 물어봤는데, 아무도 타에가 어디에 갔는지 모른다 해요...
NPC-Sakura(2)<Speaker>지휘관</Speaker><Position>0,-270</Position><Scale>1.27</Scale><同时置暗>||:나가서 찾아 보자, 나도 도울게.
()||<黑点1>:당신은 허겁지겁 코트를 입고서 모두와 함께 흩어져 타에를 찾으러 나갔다.
()||<黑点2><BIN>597</BIN><Night>:사가의 지리를 잘 모르는 당신이니, 사쿠라가 로메로를 붙여줬다.+심야의 길거리, 오직 당신과 로메로의 그림자만이 가로등 밑을 지나갔다.
()<Speaker>지휘관</Speaker>||:<size=50>타에!</size>
NPC-Romero(0)<Speaker>로메로</Speaker><Position>0,240</Position><Scale>1.25</Scale>||:월월월!!
()<Speaker>지휘관</Speaker>||:어디에 있니?
()||:당신은 타에의 이름을 크게 외치며 오징어채 봉지를 손으로 마구 비볐다.+평소에 이러면 바로 타에가 멀리서 달려들었지만 오늘은 웬일인지 전혀 기척이 없었다.
()<Speaker>지휘관</Speaker>||:이 근처에 없나...
NPC-Romero(0)<Speaker>로메로</Speaker><Position>0,240</Position><Scale>1.25</Scale>||:끄웅...
()||:로메로도 소리가 기운 없어지고, 바닥에 코를 바싹 붙여서 타에의 흔적을 찾아댔다.+썰렁한 길거리를 둘러보던 당신은 약간의 익숙함을 느꼈다.+저번에 당신이 타에에게 끌려와 함께 걸은 길이었다.
()<Speaker>지휘관</Speaker>||<黑点1>:그 오솔길!
()||<黑点2><BIN>1</BIN><Night><BGM>BGM_Empty</BGM><SE1>AVG_wind_grass</SE1>:하지만 타에의 안내가 없으니, 당신은 얼마 안 가 수풀이 무성한 오솔길 도중에 길을 잃었다.
()||<BGM>BGM_NightOPS</BGM>:로메로도 걸음을 늦추고 제자리를 맴돌며 타에의 흔적을 찾으려 했다.
()<Speaker>지휘관</Speaker>||:로메로, 여기서 타에의 냄새가 나?
NPC-Romero(0)<Speaker>로메로</Speaker><Position>0,240</Position><Scale>1.25</Scale>||:어워웡!
()||:로메로가 초조하게 제자리를 맴돌았다. 아무래도 타에의 냄새가 여기서 끊어진 모양이다.
()<Speaker>지휘관</Speaker>||:타에——! 야마다 타에——!+와서 밥 먹어라——!
NPC-Romero(0)<Speaker>로메로</Speaker><Position>0,240</Position><Scale>1.25</Scale>||:아우우——!
()||:인기척 없는 들판에 당신과 로메로의 외침이 울려퍼졌다.+메아리까지 수면의 물결처럼 완전히 가라앉으니 정적과 한기가 쏠려왔다.+그리고 시커먼 불안감이 함께 다가왔다.
()<Speaker>지휘관</Speaker>||:여기에 없는 건가...
()<Speaker>？？？</Speaker>||<SE1>AVG_Into_stone</SE1>:그어... 으어...
NPC-Romero(0)<Speaker>로메로</Speaker><Position>0,240</Position><Scale>1.25</Scale>||:어울?
NPC-Romero(0)<Speaker>지휘관</Speaker><Position>0,240</Position><Scale>1.25</Scale><同时置暗>||:타에? 타에 맞아?
()||:그 그르렁거리는 소리는 아주 잠깐만 들려 잘못 들은 것이 아닌지 의심이 들었다.+촤악, 덜컹덜컹...+무거운 물건을 땅에 질질 끄는 듯한 소리가 울렸다.
NPC-Romero(0)<Speaker>로메로</Speaker><Position>0,240</Position><Scale>1.25</Scale>||:월! 그르르...
NPC-Romero(0)<Speaker>지휘관</Speaker><Position>0,240</Position><Scale>1.25</Scale><同时置暗>||:......
()||:당신은 본능적으로 한 걸음 물러났고, 로메로도 경계 태세를 잡았다.+비록 사가 근처엔 사나운 짐승이 없는 걸로 알고 있지만...
()<Speaker>？？？</Speaker>||:어어... 으어어...
()<Speaker>지휘관</Speaker>||:타, 타에?
()||:소리가 방금보다 많이 가까워졌고, 당신의 심장이 쿵쾅쿵쾅 뛰었다.
()||<SE1>AVG_wind_grass</SE1>:바스락, 달그락.
