()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()||<黑屏2><BIN>9</BIN>:......
()||<BGM>m_avg_labyrinth</BGM>:...........
()<Speaker>？？？</Speaker>||<白屏1>:새로운 희생자가 온 건가?
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<白屏2><BIN>197</BIN>:또 난민... 그러고 보니 슬슬 우담화가 필 무렵이구나.+하지만 이번에도 선택받은 자가 나타나진 않겠지.+......
AbandonedIsomer(0)<Speaker>？？？</Speaker>||:그런 사람은 존재하지 않으니까...
AR15Mod(2)<Speaker>AR15</Speaker>||:(이건... 이성질체의 기억인가?)
AbandonedIsomer(0)<Speaker>？？？</Speaker>||:수송 열차? 아버님께서 오셨나?
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<黑屏1>:빨리 격리벽을 열어야지...
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<黑屏2><BIN>197</BIN>:열차가 들어왔어...+하지만 동료의 목소리는 들리지 않아...+설마, 나 말고 살아있는 자가 아무도 없는 거야?
AbandonedIsomer(0)<Speaker>？？？</Speaker>||<黑屏1>:다른 칸에도 가 보자... 분명 살아있는 사람이 있을 거야...
()<Speaker>？？？</Speaker>||<黑屏2><BIN>203</BIN>:여기도 없나...
()<Speaker>？？？</Speaker>||<黑屏1>:숨은 붙어있지만, 의식이 파손됐어. 우산 바이러스를 버티지 못한 걸까?
AR15Mod(2)<Speaker>AR15</Speaker>||<黑屏2><BIN>9</BIN>:(우산 바이러스? 여기서 왜 그게 나와!?)
()<Speaker>？？？</Speaker>||<BGM>BGM_Empty</BGM>:그야, 그리폰 인형을 감염시키는 것 외에도 온갖 더러운 일에 이용할 수 있는 편리한 바이러스니까.
AR15Mod(5)<Speaker>AR15</Speaker>||<BGM>BGM_Reverse</BGM>:이 목소리... UMP45?
()<Speaker>오가스</Speaker>||:쳇... 아까 들어왔던 생쥐구나. 역시 제때 해치울 걸 그랬어.
()<Speaker>？？？</Speaker>||<黑屏1>:헛소리 지껄이는 시간을 방해해서 미안하지만, 내 인내심에 한계가 와서 말이야... 더는 들어 줄 수가 없어서.
AR15Mod(2)<Speaker>AR15</Speaker>||<黑屏2><BIN>195</BIN>:어? 여긴 어디야?
AR15Mod(2);UMP45Mod(0)<Speaker>UMP45</Speaker>||:네가 녀석하고 잔뜩 떠들어 준 덕분에, 녀석의 공성 방벽에서 빠져나올 수 있었어. 그래서 보답으로 널 도와준 거지.+이 공간은 수많은 연결들이 한데 이어져서 만들어져서, 우리만 다른 회선으로 슬쩍 빠져나왔어. 잠시나마 그 목소리를 피할 수 있겠지.
AR15Mod(0)<Speaker>AR15</Speaker>;UMP45Mod(0)||:그럼 너는 왜 여기에 있어?
AR15Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:뒷바라지를 할 사람은 언제나 필요한 법 아니겠어?+그런데... 설마 M4의 마인드맵 속에 그런 수다쟁이 의식이 숨어 있을 줄은 몰랐어. 평소에 과묵한 건 또 다른 자신이랑 수다를 떠느라 그런 거였나?
AR15Mod(0)<Speaker>AR15</Speaker>;UMP45Mod(0)||:M4의 마인드맵에 침투한 거야?!
AR15Mod(0);UMP45Mod(0)<Speaker>UMP45</Speaker>||:너는 이 사실에 별로 놀라는 기색이 없구나.
AR15Mod(4)<Speaker>AR15</Speaker>;UMP45Mod(0)||:......+어디까지 조사했어?+누가 시킨 거지? 페르시카? 아님 지휘관?
