32;0;2;7|25;3;4;4|37;0;1;6|21;1;1;5|32;3;5;1|21;0;6;1|29;2;8;4
31;0;4;6|31;3;3;6|22;1;5;5|25;3;2;4|31;2;5;3|21;0;6;1|29;2;8;4
39;1;1;6|39;2;4;8|35;0;4;5|27;3;5;3|21;1;3;3|21;0;6;1|29;2;8;4
24;1;3;5|31;0;4;6|31;3;3;6|21;1;1;5|34;1;4;4|21;0;6;1|29;2;8;4
39;2;6;6|28;3;4;6|21;2;3;8|33;0;1;5|31;2;5;3|21;0;6;1|29;2;8;4
31;0;4;6|34;0;3;4|21;2;3;8|29;0;1;5|31;2;5;3|21;0;6;1|29;2;8;4
39;2;6;6|32;0;2;7|24;1;1;6|21;1;1;5|34;1;4;4|21;0;6;1|29;2;8;4
36;2;6;5|21;3;6;6|31;3;3;6|21;1;1;5|32;3;5;1|21;0;6;1|29;2;8;4
32;0;2;7|37;0;1;6|22;1;5;5|25;3;2;4|31;2;5;3|21;0;6;1|29;2;8;4
32;1;4;8|31;3;3;6|31;2;3;5|23;0;5;3|22;2;5;2|21;0;6;1|29;2;8;4
32;1;4;8|32;3;2;4|37;1;3;8|23;0;5;3|22;2;5;2|21;0;6;1|29;2;8;4
39;2;6;6|29;3;4;6|21;0;1;5|32;3;3;3|34;1;4;4|21;0;6;1|29;2;8;4
32;0;2;7|32;2;4;5|37;0;1;6|28;1;5;5|21;1;3;3|21;0;6;1|29;2;8;4
35;2;6;6|21;1;3;8|21;0;1;5|32;3;3;3|34;1;4;4|21;0;6;1|29;2;8;4
32;1;4;8|31;3;3;6|33;0;1;5|23;0;5;3|21;1;3;3|21;0;6;1|29;2;8;4
21;0;2;6|32;0;3;6|32;2;6;5|21;3;3;4|31;2;5;3|21;0;6;1|29;2;8;4
27;1;4;6|21;3;6;6|32;3;2;4|37;1;3;8|32;3;5;1|21;0;6;1|29;2;8;4
32;1;5;7|24;2;4;8|21;2;3;8|33;0;1;5|31;2;5;3|21;0;6;1|29;2;8;4
29;0;4;5|21;1;3;8|32;0;1;6|33;0;1;5|31;2;5;3|21;0;6;1|29;2;8;4
32;0;2;7|24;1;3;5|37;0;1;6|23;3;4;4|31;2;5;3|21;0;6;1|29;2;8;4
28;0;4;5|21;3;6;6|31;3;3;6|31;2;3;5|34;1;4;4|21;0;6;1|29;2;8;4
32;1;5;7|24;2;4;8|21;2;3;8|31;2;3;5|34;1;4;4|21;0;6;1|29;2;8;4
39;1;1;6|39;2;4;8|39;3;6;5|28;2;5;4|21;1;3;3|21;0;6;1|29;2;8;4
39;1;1;6|35;3;4;6|21;1;4;7|21;0;3;3|32;3;5;1|21;0;6;1|29;2;8;4
34;0;3;4|21;3;6;6|25;2;4;6|32;3;2;4|31;2;5;3|21;0;6;1|29;2;8;4
29;0;4;5|21;1;3;8|32;0;1;6|31;2;3;5|34;1;4;4|21;0;6;1|29;2;8;4
32;0;2;7|33;0;1;5|37;0;1;6|27;2;6;5|21;1;3;3|21;0;6;1|29;2;8;4
39;1;1;6|39;2;4;8|28;2;6;6|21;0;3;3|32;3;5;1|21;0;6;1|29;2;8;4
39;2;6;6|39;1;3;8|28;2;3;6|23;3;4;4|31;2;5;3|21;0;6;1|29;2;8;4
28;0;4;5|21;3;6;6|31;3;3;6|33;0;1;5|31;2;5;3|21;0;6;1|29;2;8;4
39;2;6;6|32;0;2;7|24;1;1;6|23;3;4;4|31;2;5;3|21;0;6;1|29;2;8;4
