()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
()<Speaker></Speaker>||<黑屏2><BIN>96</BIN><BGM>BGM_Hello</BGM>:……宴会前。+AR15倚在门边，安静地看着人形们说说笑笑。
AR15(3)<Speaker>AR15</Speaker>||:这身衣服真是有够限制行动。+啧，16还瞎扯什么一来就会喜欢宴会，说的是她自己吧。
AR15(3)<Speaker></Speaker>||:AR15把裙摆向下扯了扯。
AR15(3)<Speaker>AR15</Speaker>||:怎么会有人形穿着这么不适合移动的服装行动自如的？
()<Speaker>？？？</Speaker>||:我不要我不要我不要！
()<Speaker></Speaker>||:热闹的宴会现场被一阵突兀的喊叫打断。
AR15(3)<Speaker>AR15</Speaker>||:嗯？那是SOP2？+……她在那对着空气干什么？
AR15(3)<Speaker></Speaker>||:AR15走向SOP2，将她拉到一边。
AR15(3)<Speaker>AR15</Speaker>||:SOP2，你——
M4 SOPMOD II(2)<Speaker></Speaker>;AR15(3)||<SE1>Rope</SE1>:SOP2猛地伸手揪住了AR15的衣领，然后大喊起来。
M4 SOPMOD II(2)<Speaker>M4 SOPMOD II</Speaker>;AR15(3)||<震屏><BGM>BGM_Empty</BGM>:这一次，我不会放你走了！
M4 SOPMOD II(2);AR15(3)<Speaker>AR15</Speaker>||<BGM>m_avg_labyrinth</BGM>:……你在发什么疯，SOP2？
M4 SOPMOD II(2);AR15(3)<Speaker></Speaker>||:AR15惊恐地将SOP2的手掰开，SOP2呆滞的眼神慢慢有了光彩。
M4 SOPMOD II(3)<Speaker>M4 SOPMOD II</Speaker>;AR15(3)||:呜呜……15……
M4 SOPMOD II(3);AR15(3)<Speaker>AR15</Speaker><Shake>||:你、你怎么了？+发生什么事了？谁欺负你了吗？
M4 SOPMOD II(3);AR15(3)<Speaker></Speaker>||:突然哭泣的SOP2让AR15措手不及起来。
M4 SOPMOD II(3)<Speaker>M4 SOPMOD II</Speaker>;AR15(3)||:你刚刚又要丢下我，独自离开……
M4 SOPMOD II(3);AR15(3)<Speaker>AR15</Speaker>||:我哪有？
M4 SOPMOD II(3)<Speaker>M4 SOPMOD II</Speaker>;AR15(3)||:我就是看见了！
M4 SOPMOD II(3);AR15(3)<Speaker>AR15</Speaker>||:……
M4 SOPMOD II(3);AR15(3)<Speaker></Speaker>||:虽然不愿回想，但AR15清楚地知道SOP2在说什么。
M4 SOPMOD II(3);AR15(3)<Speaker>AR15</Speaker>||:你只是记忆混乱了，喝杯酒冷静一下吧。
M4 SOPMOD II(3)<Speaker>M4 SOPMOD II</Speaker>;AR15(3)||:……
M4 SOPMOD II(3)<Speaker></Speaker>;AR15(3)||:SOP2直勾勾地盯着AR15的眼睛，像是在发掘她的内心深处。+半晌，SOP2将酒瓶递给了AR15。
M4 SOPMOD II(1);AR15(3)<Speaker>AR15</Speaker>||:我们一起喝一杯，让这些不开心全部消失。
M4 SOPMOD II(1)<Speaker>M4 SOPMOD II</Speaker>;AR15(3)||:那你得多喝几杯，我刚刚好伤心……
M4 SOPMOD II(1);AR15(3)<Speaker>AR15</Speaker>||:……+好，我知道了，我多喝几杯。
M4 SOPMOD II(1)<Speaker>M4 SOPMOD II</Speaker>;AR15(3)||:嘿嘿，这是M4买的酒，很好喝的！
M4 SOPMOD II(1);AR15(3)<Speaker>AR15</Speaker>||<震屏>:什么？你开的是M4买的——
M4 SOPMOD II(1);AR15(3)<Speaker></Speaker>||:AR15想起了M4提起给M16买了酒，恍惚的一瞬被SOP2抓住机会，猛灌了AR15几口。
M4 SOPMOD II(1)<Speaker>M4 SOPMOD II</Speaker>;AR15(3)||:乖，多喝点！
M4 SOPMOD II(1);AR15(3)<Speaker>AR15</Speaker>||:咕……唔……
M4 SOPMOD II(1)<Speaker></Speaker>;AR15(3)||:AR15想要挣脱开，但今天的SOP2力气格外得大，竟让AR15动弹不得。+眼见着，一瓶酒就到底了……
M4 SOPMOD II(1);AR15(3)<Speaker>AR15</Speaker>||:……
AR15(3)<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:AR15跌坐在地上，眼前天旋地转。
M4 SOPMOD II(5)<Speaker>M4 SOPMOD II</Speaker>||<BGM>GF_20HW_Scene_BPM82_loop</BGM>:嘿嘿……来吃点心啊！RO给我留的！+你只准吃两……不，你只准吃一块！
M4 SOPMOD II(5);AR15(6)<Speaker>AR15</Speaker>||:……+（SOP2好像换了身衣服？）
M4 SOPMOD II(5);AR15(6)<Speaker></Speaker>||:AR15懵懵地盯着SOP2，半晌说不出一句话。
M4 SOPMOD II(5)<Speaker>M4 SOPMOD II</Speaker>;AR15(6)||:你不吃啊？那就都是我的了嘿嘿……+吧唧吧唧……+好清凉的口感……我、我又飘起来了！
M4 SOPMOD II(5)<Speaker></Speaker>;AR15(6)||:SOP2转身摆出了一个冲刺预备动作。
M4 SOPMOD II(5);AR15(6)<Speaker>AR15</Speaker>||:等等，SOP2！
AR15(6)<Speaker></Speaker>||:SOP2的身影消失在了视线范围。+AR15赶紧拖着不听使唤的身体站起来，在勉强追逐SOP2的路上，她的眼前一阵阵发黑。
AR15(6)<Speaker>AR15</Speaker>||:等等啊，SOP2，不要乱跑！
AR15(6)<Speaker></Speaker>||<白屏1>:AR15推开了眼前的门……
()<Speaker></Speaker>||<白屏2><BIN>269</BIN>:推开门的瞬间，身边的宴会消失了，眼前只有一片静谧的花海。
AR15(6)<Speaker>AR15</Speaker>||:怎么回事？！这是哪里？+我刚刚明明在剧院……
AR15(6)<Speaker></Speaker>||:AR15迷惑地回头，刚刚还在眼前的门已经消失了。
AR15(6)<Speaker>AR15</Speaker>||:心智被入侵了吗？+……该死，得立刻找到SOP2。+SOP2！SOP2！不要乱跑了！
AR15(6)<Speaker></Speaker>||:AR15拨开花丛向前奔跑，寻找着SOP2的身影。+她惊慌的呼喊引来花海中的几个人形驻足观望。
AR15(6)<Speaker>AR15</Speaker>||:SOP2！你在哪里啊？
()<Speaker>？？？</Speaker>||:15……
()<Speaker></Speaker>||:察觉到衣角被牵住，AR15抬起枪警惕地回头。
AR15(6)<Speaker>AR15</Speaker>||:M、M4？
M4A1(4)<Speaker>M4A1</Speaker><Position>0,+200</Position>;AR15(6)||:15，你在找SOP2吗？
M4A1(4)<Position>0,+200</Position>;AR15(6)<Speaker>AR15</Speaker>||:是啊，我……+等等，你怎么也在这里？衣服怎么也换了？
M4A1(4)<Speaker>M4A1</Speaker><Position>0,+200</Position>;AR15(6)||:你在说什么？我一直在这里啊，衣服也没换过啊。
M4A1(4)<Position>0,+200</Position>;AR15(6)<Speaker>AR15</Speaker>||:你……
M4A1(4)<Position>0,+200</Position>;AR15(6)<Speaker></Speaker>||:看着M4一脸迷惑地拎起裙摆左看右看，AR15的心里生出了一个新的猜测。
M4A1(4)<Position>0,+200</Position>;AR15(6)<Speaker>AR15</Speaker>||:M4，你现在穿着的衣服是什么样的？
M4A1(4)<Speaker>M4A1</Speaker><Position>0,+200</Position>;AR15(6)||:我们一起订做的礼服啊。
M4A1(4)<Position>0,+200</Position>;AR15(6)<Speaker>AR15</Speaker>||:……
M4A1(4)<Position>0,+200</Position>;AR15(6)<Speaker></Speaker>||:AR15盯着M4的兔耳朵和硕大的气球陷入沉默。
M4A1(4)<Speaker>M4A1</Speaker><Position>0,+200</Position>;AR15(6)||:15，你怎么了？+说些奇奇怪怪的话，还突然在礼堂里跑了起来……
M4A1(4)<Position>0,+200</Position>;AR15(6)<Speaker>AR15</Speaker>||:我没事……+大概是喝多了些……+该死的SOP2，到底跑哪里去了？
