()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
KSVK(0)<Speaker>KSVK</Speaker>||<黑屏2><BIN>82</BIN><BGM>BGM_Hello</BGM>:这次舞会你确定不参加吗？+难得一次放松的机会，抛弃现有的身份去获得新的体验。
DP12(0)<Speaker>DP12</Speaker><通讯框>;KSVK(0)||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>后勤这边实在走不开，再加上你们礼服应该都做好了，我也来不及参加。</color>+<color=#00CCFF>对了，你的礼服快递到了，我帮你拿进了房间，有空的话记得试试看。</color>
DP12(0);KSVK(0)<Speaker>KSVK</Speaker>||:嗯。+这个尺寸……是我的吗？+完全穿不上。
DP12(0)<Speaker>DP12</Speaker>;KSVK(0)||:<color=#00CCFF>你之前发错数据了吗？</color>
DP12(0);KSVK(0)<Speaker>KSVK</Speaker>||:不应该啊，我直接复制的出厂数据。+现在要求更改的话不知道来不来得及。
DP12(0)<Speaker>DP12</Speaker>;KSVK(0)||:<color=#00CCFF>没记错的话过两天就是舞会了吧？</color>+<color=#00CCFF>你们的布料好像是指挥官统一订购的。</color>
DP12(0);KSVK(0)<Speaker>KSVK</Speaker>||:是，而且我听QBU88说这次刚好能把所有布料用完，估计再来一套肯定不行……+怎么办，我现在的素体穿这个是不可能的，但那天应该大家都会穿礼服……
DP12(0)<Speaker>DP12</Speaker>;KSVK(0)||:<color=#00CCFF>想想别的办法呢？</color>
DP12(0);KSVK(0)<Speaker>KSVK</Speaker>||:平常也没有备用。礼服这种东西我想其他人应该也没有。+而且我穿常服的话，会很扫兴吧。
DP12(0)<Speaker>DP12</Speaker>;KSVK(0)||:<color=#00CCFF>你应该有具小一号的素体在仓库？</color>
DP12(0);KSVK(0)<Speaker>KSVK</Speaker>||:是这样没错。最近的战斗用心智升级的尺寸不方便，就换回来了。
DP12(0)<Speaker>DP12</Speaker>;KSVK(0)||:<color=#00CCFF>试试呗？也许用得上。</color>
DP12(0);KSVK(0)<Speaker>KSVK</Speaker>||:也只能这样了，估计是最后的办法。
DP12(0)<Speaker>DP12</Speaker>;KSVK(0)||:<color=#00CCFF>放心，肯定能用上的。</color>
DP12(0);KSVK(0)<Speaker>KSVK</Speaker>||:哈？
DP12(0)<Speaker>DP12</Speaker>;KSVK(0)||<黑屏1>:<color=#00CCFF>没什么，你去试试吧，等你好消息。</color>
KSVK(9)<Speaker>KSVK</Speaker>||<SE1>AVG_tele_disconnect</SE1><BIN>89</BIN><BGM>BGM_Empty</BGM><黑屏2>:没想到这具身体竟然刚刚好。+难道这就是命运的恩赐？果然上帝偶尔也会聆听人们的祷告。
KSVK(9)<Speaker></Speaker>||<BGM>BGM_Room</BGM>:她将仓库门仔细地关好，就听见一阵脚步声。
AR15(3)<Speaker>AR15</Speaker>;KSVK(9)||:什么人？
AR15(3);KSVK(9)<Speaker>KSVK</Speaker>||:啊……？
AR15(3)<Speaker>AR15</Speaker>;KSVK(9)||:呃，没有警报的话，那你获得了系统的批准。
AR15(3);KSVK(9)<Speaker>KSVK</Speaker>||:<color=#A9A9A9>AR15难道看不出来？</color>
AR15(3)<Speaker>AR15</Speaker>;KSVK(9)||:你看起来有点眼熟。
AR15(3);KSVK(9)<Speaker>KSVK</Speaker>||:是吗？
