()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<BIN>89</BIN><黑屏2>:......
SPS(0)<Speaker>세르듀코프</Speaker>||<BGM>BGM_Hello</BGM>:지휘관님?+갑자기 회의에 절 부르시다니, 무슨 일이세요?
()<Speaker>지휘관</Speaker>||:네게 맡길 임무가 있어.
SPS(0)<Speaker>세르듀코프</Speaker>||:자세히 설명해 주시겠어요?
()<Speaker>지휘관</Speaker>||:30분 후에, 인어 수색 작전에 대한 브리핑을 열 거야.+그리고 너와 88식은 후방 구조팀으로 편성될 예정이고.+작전이라지만, 임무 자체는 간단해. 모두의 안전을 지키면 되는 거야.
SPS(0)<Speaker>세르듀코프</Speaker>||:신뢰에 감사드립니다. 전력을 다해 임무를 수행할게요!
()<Speaker>지휘관</Speaker>||:다만 한 가지 문제가 있는데, 88식은 해상 작전 능력이 없어.+수영도 사실상 못 하는 데다가, 모르는 걸 극도로 무서워해서...
SPS(0)<Speaker>세르듀코프</Speaker>||:그렇군요.
()<Speaker>지휘관</Speaker>||:그래서, 너의 전문성을 고려해 88식을 네게 맡길게.
SPS(0)<Speaker>세르듀코프</Speaker>||:네, 맡겨만 주세요!
()<Speaker>지휘관</Speaker>||<黑点1>:어떻게 준비할지 먼저 생각해 보고 있으렴.+난 다른 팀의 임무를 배정하러 갈게.
SPS(0)<Speaker>세르듀코프</Speaker>||<黑点2><BIN>9</BIN>:지휘관님이 내게 중요한 임무를 맡기셨어. 신뢰에 반드시 보답해야 해.+남은 시간 동안 88식을 위한 구명 훈련을 짜야겠다.
SPS(0)<Speaker>세르듀코프</Speaker>||<黑屏1>:흐음... 모르는 것을 엄청 무서워한다고 했지?+그럼 입수 체험부터...
()<Speaker></Speaker>||<BIN>22</BIN><黑屏2><BGM>BGM_Empty</BGM>:......
()<Speaker></Speaker>||<BGM>BGM_Moon</BGM>:그날 밤, 새벽 4시.+구명 훈련 계획의 구상을 끝낸 세르듀코프는 공방을 지나다, 안에 불이 켜져 있는 것을 보았다.+혹시 누가 깜빡하고 간 것이 아닐까 싶었던 세르듀코프가 불을 끄러 안으로 들어가 보니, 피로에 눌려 당장에라도 쓰러질 것 같으면서도 억지로 버티고 있는 88식이 있었다.
