()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>97</BIN><黑屏2><BGM>m_avg_casual</BGM><SE1>AVG_tele_connect</SE1>:<color=#00CCFF>통신 요청 - JS 9.</color>
MG36(0)<Speaker>MG36</Speaker>||:그 말인즉슨, 예산 확보를 위해 가구 장사를 한다는 뜻이네?
JS9mm(2)<Speaker>JS9</Speaker><通讯框>;MG36(0)||:<color=#00CCFF>네. 판매원 일을 맡겨도 될까요?</color>
JS9mm(2);MG36(0)<Speaker>MG36</Speaker>||:난 후방 관리가 내게 더 어울린다 생각하지만... 맡긴다면 최선을 다할게.
JS9mm(2)<Speaker>JS9</Speaker>;MG36(0)||:<color=#00CCFF>감사합니다, 부탁할게요.</color>
MG36(0)<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:<color=#00CCFF>통신 종료.</color>
MG36(0)<Speaker>MG36</Speaker>||<黑屏1>:그럼... 이 좁디좁은 공간에 이 물건들을 배치해야겠구나.+그냥 진열하는 거라면야, 어려울 것 없지.
()<Speaker></Speaker>||<BIN>139</BIN><黑屏2><BGM>BGM_Empty</BGM>:10분 후.
NPC-PasserbyF(0)<Speaker>행인</Speaker>||<BGM>BGM_Room</BGM>:어, 저기 부스도 열렸다! 아까 그 "라일락" 부스 멋지던데, 저긴 어떨까?
NPC-PasserbyF(0);NPC-PasserbyM(0)<Speaker>행인2</Speaker>||:한번 가보자.+그러나저러나, 어떻게 상품 진열도 안 끝난 상태로 문을 열었는지 모르겠네. 저기도 그런 거 아니야?
MG36(0)<Speaker>MG36</Speaker>;NPC-PasserbyM(0)||:어서 오세요.
MG36(0);NPC-PasserbyM(0)<Speaker>행인2</Speaker>||:......
MG36(0)<Speaker>MG36</Speaker>;NPC-PasserbyM(0)||:원하는 물건이 있으신가요?
MG36(0);NPC-PasserbyF(0)<Speaker>행인</Speaker>||<BGM>BGM_Empty</BGM>:어... 왜 식탁이 침대 위에 있죠?
MG36(0)<Speaker>MG36</Speaker>;NPC-PasserbyF(0)||<BGM>m_avg_casual</BGM>:그건 이 함선의 계기판입니다. 유사시 냉동 수면에서 깨어나 곧바로 현재 상황을 파악하고 대처할 수 있죠.
MG36(0);NPC-PasserbyF(0)<Speaker>행인</Speaker><Shake>||:엥? 계, 계기판...?+어떻게 읽는데요?
MG36(0)<Speaker>MG36</Speaker>;NPC-PasserbyF(0)||:항해 수칙을 참조하시면 됩니다.
MG36(0);NPC-PasserbyM(0)<Speaker>행인2</Speaker>||:여기도 엉망이구만. 멀쩡한 가구를 막 바닥에 널브러뜨려 놨어.+이건 또 뭔... 아니, 등롱을 이렇게 바닥에 함부로 버려두면 어떡해?
MG36(0)<Speaker>MG36</Speaker>;NPC-PasserbyM(0)||:스마트 휴지통 말씀이십니까?
MG36(0);NPC-PasserbyM(0)<Speaker>행인2</Speaker>||:뭐...? 스마트 휴지통? 이게?
MG36(0)<Speaker>MG36</Speaker>;NPC-PasserbyM(0)||:네, 은은한 빛을 발하므로, 깜깜한 밤에도 눈 아플 일 없이 쓰레기통이 어디 있는지 금방 찾을 수 있습니다.+윗부분의 구름 무늬는 손님께서 음식을 낭비하실 때의 부담감을 덜어 주는 역할을 하죠.
MG36(0);NPC-PasserbyM(0)<Speaker>행인2</Speaker>||:뭐야 그게, 누가 종이로 된 휴지통을 쓴다고. 아 근데 말은 그럴싸하네...
MG36(0)<Speaker>MG36</Speaker>;NPC-PasserbyM(0)||:종이 재질이라서 교체가 편리하다는 것도 이 스마트 휴지통의 장점 중 하나입니다. 필요 없는 것이라면 뭐든지 여기에 버릴 수 있습니다. 맛없는 음식이든, 우울한 기분이든.+그런 다음, 여기를 잡고...
MG36(0);NPC-PasserbyF(0)<Speaker>행인</Speaker>||:등불 스위치잖아요, 그걸 잡고요?
