()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<Speaker></Speaker>||<BIN>82</BIN><黑屏2><BGM>BGM_Hello</BGM>:그리폰 기지, 인형 숙소.
G36C(0)<Speaker>G36C</Speaker>||:......
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||:......
XM8(0);G36C(0)<Speaker>G36C</Speaker>||:......
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||:저기 G36C, 날 불러와 놓고 같이 명상하자는 건 아니지?+그런 취미는 또 언제 만들었어? 심심하면 체스판 가져올게.
XM8(0);G36C(0)<Speaker>G36C</Speaker>||:아, 아니야 XM8. 그러니까... 호크 씨가 내일 핼러윈 기념 담력 시합이 있다고 해서, 나도 참가하려고...
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||:오오! 그거 좋네!+근데 설마 혼자 가기 무서워서 나보고 같이 가자는 거야?
XM8(0);G36C(0)<Speaker>G36C</Speaker>||:응... 그리고 내일 어떻게 입을지 아이디어를 줬으면 해.
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||:그런 건 G36에게 묻는 편이 낫지 않아?
XM8(0);G36C(0)<Speaker>G36C</Speaker>||:언니도 내일 같이 가기로 했어. 하지만 언니를 깜짝 놀라게 하고 싶어서.
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||:그런 거라면 깜짝 놀랄 분장을 하면 되겠네. 좀비라든가 말이야... 잠깐 옷장 좀 보자.+...아니 이게 뭐야. 무슨 옷장이 제복만 한가득이야?
XM8(0);G36C(0)<Speaker>G36C</Speaker>||:미안... 전장에 나가지 않으면 기지에서 가만히 있기만 해서, 다른 옷을 마련한 적이 없어...
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||:이거 완전 시작부터 체크메이트인데? 차라리 그냥 빨간 물감을 몸에 잔뜩 뿌려서 피투성이 여고생 귀신이라고 하자.
XM8(0);G36C(0)<Speaker>G36C</Speaker>||:그건 너무 끔찍하지 않을까? 그리고 나중에 빨래하기도 힘들고, 언니가 또 많이 고생할 거야.
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||:까다롭기는...+응? 이 옷은...
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||<震屏>:...맙소사, 다른 옷이 있긴 있구나 했더니 유카타잖아? 나팔꽃 무늬라니 뭐 이리 촌스러워!?
XM8(0);G36C(0)<Speaker>G36C</Speaker>||:그런가? 난 언니 것과 비슷해서 마음에 드는데... 하지만 그런 옷으론 누굴 놀래킬 순 없겠지?
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||:사람을 놀래키고 싶다면서 또 너무 끔찍한 건 싫다니, 요구란 것도 정도가 있어요, 이 아가씨야!
XM8(0);G36C(0)<Speaker>G36C</Speaker>||:역시 너무 어려운 부탁이었구나. 미안해...+그럼 됐어. 고민 들어 줘서 고마워, XM8.
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||:아이... 무슨 비 맞은 강아지 같은 표정 짓지 마, 괜시리 내가 더 미안해지잖아.+알았어, 좀 더 같이 궁리 좀 해 볼게.
XM8(0);G36C(0)<Speaker>G36C</Speaker>||:정말? 귀찮지 않아?
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||:이미 사람 불러다 놓고서 그런 말 하지 말래도.+끄응... 보면 깜짝 놀랄 법하면서 너무 끔찍하진 않게... 최소한 G36이 깜짝 놀랄 만한 분장이라...+...생각났다. 그런데... 이거 입으려면 G36C도 용기를 내야 해.
XM8(0);G36C(0)<Speaker>G36C</Speaker>||:정말? 역시 XM8에게 부탁하길 잘했어! 어떤 분장이야?
XM8(0)<Speaker>XM8</Speaker>;G36C(0)||<黑屏1><BGM>BGM_Empty</BGM>:그건 말이지...
()<Speaker></Speaker>||<BIN>18</BIN><Night><黑屏2><BGM>m_avg_casual</BGM>:담력 시합 경기장, 입구.
G36(12)<Speaker>G36</Speaker>||<SE1>AVG_amb_wilderness</SE1>:......
G36(12)<Speaker>G36C의 목소리</Speaker>||:늦어서 미안해요 언니! 화장에 시간이 걸려서...+아, 카페 제복 입고 왔네요? 그 옷도 보기 좋아요.
G36(12)<Speaker>G36</Speaker>||:괜찮아, 내가 일찍 온 거니까.+너는 어떤 옷을...+......
G36(12);G36C(4)<Speaker>G36C</Speaker>||<SE1>Runstep</SE1>:이 복장... 어때요 언니?
