()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
WA2000(0)<Speaker>WA2000</Speaker>||<BIN>80</BIN><Night><黑屏2><BGM>BGM_Hello</BGM>:아, 아무튼! 그렇게 속상해할 일이 아니라고.+그냥 가벼운 마음으로 놀란 말이야.
M1903(0)<Speaker>스프링필드</Speaker>||:풀어질 방법을 몰라서 속상하신 거죠.+그리고 속상해서 더욱 풀어지질 않고요.+설마 리엔필드 씨의 성격이 걸림돌이 될 줄은 몰랐네요.
MLEMK1(0)<Speaker>리엔필드</Speaker>||:......미안하다.
M1903(0)<Speaker>스프링필드</Speaker>||:하지만, 그래서 더더욱 리엔필드 씨를 초대하길 잘했다는 생각이 들어요.+이 기회에 저희가 리엔필드 씨를 조금이라도 더 풀어지도록 한다면, 그것만으로도 보람이 있으니까요.
98k(0)<Speaker>Kar98k</Speaker>||:밖에서부터 웬 홍차 향기 섞인 저기압이 느껴지나 했더니만...+리엔필드 씨일 줄은 몰랐네요.
M1891Mod(0)<Speaker>모신나강</Speaker>||:하하하, 무슨 일이길래 얼굴이 울상이야? 스프링필드가 괴롭혔어?
M1903(0)<Speaker>스프링필드</Speaker>||:어서 오세요, 벌써 한 판 끝났답니다.+그런데 제가 괴롭혔다뇨, 너무하시네요.
M1891Mod(0)<Speaker>모신나강</Speaker>||:뭐어? 우리를 쏙 빼고 먼저 즐기다니 치사해!+뭐~ 늦은 우리 잘못이지만, 하하.
98k(0)<Speaker>Kar98k</Speaker>||:아하... 이 저기압은 패배자의 기운이었군요.+한심하게 그러지 말고 고개를 드세요, 한 판을 졌다면 열 판을 이겨 되갚아 줘야지 않겠어요?+그게 바로 카드 테이블의 철칙이에요.
WA2000(0)<Speaker>WA2000</Speaker>||:야, 이긴 건 바로 스프링필드 언니가 아니라 나라고! 둘 다 빨리 앉기나 해.
M1891Mod(0)<Speaker>모신나강</Speaker>||:우리 WA, 한 판 이겼다고 신났네~ 나중에 싹싹 털리고 울지나 마라?
98k(0)<Speaker>Kar98k</Speaker>||:그런데, 카노 씨와 시노 씨는요?
M1903(0)<Speaker>스프링필드</Speaker>||:두 분은 갑작스레 임무가 생겨서 불참이에요.+그래서 대신 리엔필드 씨를 모셔 왔죠.
98k(0)<Speaker>Kar98k</Speaker>||:두 마리 꿩 대신 닭 한 마리라...+참 계륵이군요.
M1903(0)<Speaker>스프링필드</Speaker>||:그렇다고 방심하시다간 닭 쫓던 개 신세가 될지도 몰라요?
WA2000(0)<Speaker>WA2000</Speaker>||:그래서, 이번 주는 뭐로 할 거야?
M1903(0)<Speaker>스프링필드</Speaker>||:그 전에, 이제 다들 모였죠?+언제나처럼... 모두 일주일 동안 수고하셨습니다.
M1891Mod(0)<Speaker>모신나강</Speaker>||:하핫, 이 정도야 아무것도 아니지.+그 부르주아들 상대하는 것보다, 지휘관 밑에서 일하는 게 훨씬 편한걸.
98k(0)<Speaker>Kar98k</Speaker>||:흐음... 언젠가 지휘관님도 모셔 왔으면 좋겠네요.+그분의 전술 능력이라면, 분명 카드 게임에서도 빛을 발할 텐데 말이에요.
M1903(0)<Speaker>스프링필드</Speaker>||:좋은 생각이지만, 지휘관님은 우리와 다르잖아요.+일한 뒤에 푹 쉬지 않으시면 몸이 망가지고 말아요, 이렇게 늦은 시각까지 같이 놀 순 없어요.
MLEMK1(0)<Speaker>리엔필드</Speaker>||:.....+이제 시작하자, 스프링필드.+5명이면 패가 몇 장 필요하지?
M1903(0)<Speaker>스프링필드</Speaker>||:아, 이제 기운 차리셨어요?+유감스럽게도 플레이어가 다 모였으니 바로 본게임으로 넘어가도록 할게요.+리엔필드 씨, "파이브 카드 스터드"라고 들어보셨나요?
MLEMK1(0)<Speaker>리엔필드</Speaker>||<黑屏1>:파이브 카드 스터드...?
