()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑点2><BIN>166</BIN><BGM>BGM_Wake</BGM>:......
NPC-Troy(0)<Position>0,-40</Position><Speaker>트로이</Speaker>||:그래서, 넌 누구지?
()||:말은 그랬지만, 트로이의 예리한 시선은 여전히 앞의 푸른 인형을 주시했다.
DP12(0)<Position>0,-150</Position><Speaker>DP-12</Speaker>||:......+처음 뵙겠습니다, 그리폰&크루거 안전계약사 소속, 전술인형 DP-12입니다. 의뢰주인 당신께 주도면밀한 경호를 제공해 드리겠습니다.
()||<SE1>Heartbeat</SE1>:익숙한 목소리, 익숙한 미소.+정말로 이렇게 눈앞에 나타났음에도, 트로이는 싸늘한 실의감이 등골을 타고 오르는 것만 같았다.+마치, 크리스탈을 실수로 놓쳐 깨뜨린 것처럼.
()||:트로이는 숨을 깊게 들이마셨다.
NPC-Troy(0)<Position>0,-40</Position><Speaker>트로이</Speaker>||<BGM>BGM_Empty</BGM>:...미안하게 됐군.+네 친구가 착각한 모양이야.+넌 헬렌이 아니다.
APSMod(1)<Shake>0.1</Shake><Speaker>스테츠킨</Speaker>||<震屏3><SE1>AVG_Thunder_Dry</SE1>:<size=50>에엥!?</size>
()||<BGM>BGM_22Swim_langrensha</BGM>:청천벽력 같은 대답에 절로 비명을 내지른 스테츠킨은 그대로 굳어버렸다.
VSK(0)<Position>0,-40</Position><Shake>0.1</Shake><Speaker>VSK-94</Speaker>||:루카스 씨, 확실하십니까?+어제 이 인형은 영상 기록과 완전히 동일한 방식으로 스테츠킨 선배를 위협했습니다만.
DP12(6)<Position>0,-150</Position><Speaker>DP-12</Speaker>||:아아, 그건 말이죠...
()||:DP-12는 고개를 살짝 숙이곤 다정하고 장난스러운 미소로 답했다.
DP12(0)<Position>0,-150</Position><Speaker>DP-12</Speaker>||:그땐 정말 미안했어요.+스테츠킨 씨의 얘기를 듣고 적당히 "헬렌"의 입장을 상상하면서 살짝 장난을 친 거였는데...+아무래도 스테츠킨 씨한텐 장난이 아니었나 보네요.
VSK(0)<Position>0,-40</Position><Speaker>VSK-94</Speaker>||:장...난...?
NPC-Troy(1)<Position>0,-40</Position><Speaker>트로이</Speaker>||:현상수배범과 닮아서 다른 곤란함이 없었길 바라지.+자기소개부터 다시 할까, 내가 의뢰를 맡긴 트로이 루카스다.
()||<SE1>ClothingUp</SE1>:DP-12는 잠깐 트로이를 바라보다, 예를 차려 상대가 내민 손을 잡았다.
