()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()<speaker></speaker>||<黑屏2><BIN>18</BIN><Night>:자정, 마치 태풍이 휩쓸고 지나간 듯한 범죄 집단의 본거지.
TAC50(0)<speaker>TAC-50</speaker>||<BGM>BGM_Sneak</BGM>:안 보이네...
TEC9(0)<Speaker>TEC-9</Speaker>||:이상하네... 그 사람들이 자주 쓰던 비밀 금고까지 전부 뒤져봤는데 아무것도 없어...
PTRD(0)<Speaker>PTRD</Speaker>||:어떻게 된 거지? 그럼 그 소자들을 어디다 둔 거야?
NTW20(0)<speaker>NTW-20</speaker>||:어쩌면... 애초부터 이곳에 없었을지도 몰라.
TEC9(0)<Speaker>TEC-9</Speaker>||:그럴 수도... 특히나 교활한 인간들이니까...
PTRD(0)<Speaker>PTRD</Speaker>||:하지만 지금은 지휘관에게 연락이 닿지를 않으니...
NTW20(0)<speaker>NTW-20</speaker>||:우리 스스로 해결해야겠지.
PTRD(0)<Speaker>PTRD</Speaker>||:혹시 모르니까, 안전을 위해서 일단 건물 밖으로 나가자.
NTW20(0)<speaker>NTW-20</speaker>||:뭐? 만약 그 정보가 사실이라면 곧 사람들이 소자를 회수하러 올 거야.+지금 여길 떠난다면, 목표물 확보에 실패할 수도 있어.
PTRD(0)<Speaker>PTRD</Speaker>||:나도 알아. 하지만 지금 우린 저쪽에서 누굴, 몇 명이나 보낼지, 어떤 무장을 하고 있을지 아무것도 몰라.+이런 상황에서 무작정 매복하는 건 너무 위험해.
NTW20(0)<speaker>NTW-20</speaker>||:무섭다면 나 혼자라도 남겠어.
PTRD(0)<Speaker>PTRD</Speaker>||:무섭고 안 무섭고의 문제가 아니야, NTW. 우린 한 팀이잖아.
NTW20(0)<speaker>NTW-20</speaker>||:그래, 아까 메이플 시럽이 어쩌고 했지...
TAC50(0)<speaker>TAC-50</speaker>||:아, NTW도 역시 내 메이플 시럽이 마음에 들었구나!
NTW20(0)<speaker>NTW-20</speaker>||:아니 그게 아니라――
PTRD(0)<Speaker>PTRD</Speaker>||:아무튼 철수하자. 이건 명령이야.
NTW20(0)<speaker>NTW-20</speaker>||<BGM>BGM_Empty</BGM><黑屏1>:......+알았어.
()<speaker></speaker>||<黑屏2><BIN>18</BIN><Night><BGM>m_avg_casual</BGM>:새벽 1시 30분, 범죄 집단의 본거지.+NTW는 보초를 서다 말고, 또다시 몰래 빠져나와 건물 안에 잠복했다.
NTW20(0)<speaker>NTW-20</speaker>||:이제 30분 정도만 더 기다리면, 놈들이 고급사통소자를 어디에 숨겼는지 알아낼 수 있어.+이송 도중 가로챈다면, 인간과 마주칠 일도 없이 임무를 완수할 수 있겠지.+사냥하는 것처럼, 어둠 속에서 목표를 노리기만 하면 돼...
()<speaker></speaker>||<黑点1>:NTW-20은 텅 빈 로비를 말없이 지켜보았다.
()<speaker></speaker>||<黑点2><BIN>18</BIN><Night>:그렇게 20분이 지나고...
NTW20(0)<speaker>NTW-20</speaker>||:바깥에선 발견한 게 없는 건가...
()<speaker></speaker>||<SE1>AVG_door_storehouse</SE1>:그때, 현관문이 활짝 열렸다.
NTW20(0)<speaker>NTW-20</speaker>||:왔나!?
()<speaker></speaker>||:NTW-20은 숨을 죽이고 조준경으로 현관 쪽을 주시했다.
PTRD(0)<Speaker>PTRD</Speaker>||:NTW, 어서 나와. 여기 있는 거 다 알아.
NTW20(0)<speaker>NTW-20</speaker>||:......왜 또 너희들이야?
TAC50(0)<speaker>TAC-50</speaker>||:너야말로 왜 또 혼자 빠져나왔어?
TEC9(0)<Speaker>TEC-9</Speaker>||:맞아... 그 인간들처럼 종잡을 수가 없어...
()<speaker></speaker>||<BGM>BGM_Empty</BGM><SE2>Alarm</SE2>:인형들이 현관을 넘는 순간, 보안 경보가 울리며 차단문이 닫혔다.
PTRD(0)<Speaker>PTRD</Speaker>||:엑, 이게 무슨...?
TAC50(0)<speaker>TAC-50</speaker>||:어... 함정이라도 건드린 거 아닐까?
()<speaker></speaker>||<SE1>AVG_whitenoise</SE1>:모두가 어리둥절해 할 때, 방송 스피커가 먼지를 털어내며 소리를 내었다.
()<Speaker>방송(음흉한 목소리)</Speaker>||<BGM>m_avg_tension</BGM>:참으로 아름다운 밤이야, 안 그래?+복수하고 싶어서 매일 이를 갈았는데, 이렇게 제 발로 찾아오다니 말이야.
NTW20(0)<speaker>NTW-20</speaker>||:......+당했다.
()<Speaker>방송(포악한 목소리)</Speaker>||:마침 조직을 재건하려는데 자금이 부족했거든? 그런데 이게 웬걸, 끝내주는 인형이 넷이나 나타났네.+덕분에 조직을 다시 크게 만들 수 있겠어, 흐흐흐...
()<Speaker>방송(음흉한 목소리)</Speaker>||:너희가 통 크게 베풀어 줬으니, 우리도 보답해 줘야겠지. 10분 후에 보자고 아가씨들, 그동안 기도나 해.
NTW20(0)<speaker>NTW-20</speaker>||:......
()<speaker></speaker>||:스피커의 전원이 꺼졌다.+NTW-20은 들어왔던 창문의 차단문을 부수려 했지만, 너무 단단했다.
TEC9(0)<Speaker>TEC-9</Speaker>||:으으으... 그 인간들한테서 내가 어떻게 도망쳤는데, 또 잡혀가게 됐어...
TEC9(0);TAC50(0)<Speaker>TAC-50</Speaker>||:대장, 이제 어떡하지?
PTRD(0)<Speaker>PTRD</Speaker>;TAC50(0)||:후우... 잠깐 생각 좀 해볼게...
PTRD(0);NTW20(0)<Speaker>NTW-20</Speaker>||:TEC-9, 정문 외에 다른 출구는?
